mass_tot_Al,mass_tot_Ga,mass_tot_In,mass_tot_O,mass_avg_Al,mass_avg_Ga,mass_avg_In,mass_avg_O
161.88923160000002,1812.798,0.0,767.9712,2.023615395,22.659975,0.0,9.599639999999999
188.91394066176,1185.1794432,918.544,767.9712,2.361424258272,14.81474304,11.4818,9.599639999999999
377.7415404,278.892,1607.452,767.9712,4.721769255000001,3.4861500000000003,20.09315,9.599639999999999
269.815386,627.3954432,1492.4502912,767.9712,3.372692325,7.842443040000001,18.65562864,9.599639999999999
377.7415404,1255.014,0.0,767.9712,4.721769255000001,15.687675,0.0,9.599639999999999
296.7969246,209.16899999999998,229.636,383.9856,7.4199231150000005,5.2292250000000005,5.7409,9.599639999999999
215.8523088,418.33799999999997,229.636,383.9856,5.39630772,10.458450000000001,5.7409,9.599639999999999
539.630772,627.3954432,344.6377088,767.9712,6.74538465,7.842443040000001,4.30797136,9.599639999999999
107.9261544,488.1725568,2410.9942912,767.9712,1.34907693,6.10215696,30.13742864,9.599639999999999
215.86310141543998,278.8641108,0.0,287.9892,7.195436713847999,9.29547036,0.0,9.599639999999999
404.76624946176,488.1725568,1148.18,767.9712,5.059578118272,6.10215696,14.35225,9.599639999999999
53.9630772,1673.3519999999999,688.908,767.9712,0.674538465,20.916900000000002,8.611350000000002,9.599639999999999
755.4830808,209.28055679999997,114.63429119999999,767.9712,9.443538510000002,2.61600696,1.4329286399999999,9.599639999999999
0.0,906.2874432,2181.7257088,767.9712,0.0,11.328593040000001,27.27157136,9.599639999999999
269.815386,1464.0714432,114.63429119999999,767.9712,3.372692325,18.30089304,1.4329286399999999,9.599639999999999
269.815386,836.6759999999999,1148.18,767.9712,3.372692325,10.458450000000001,14.35225,9.599639999999999
431.7046176,348.5034432,1263.1817088,767.9712,5.39630772,4.356293040000001,15.78977136,9.599639999999999
80.94461580000001,348.615,0.0,191.9928,4.04723079,17.43075,0.0,9.599639999999999
188.91394066176,767.0645568,1607.452,767.9712,2.361424258272,9.58830696,20.09315,9.599639999999999
0.0,1324.8485567999999,1492.4502912,767.9712,0.0,16.56060696,18.65562864,9.599639999999999
377.7415404,0.0,229.636,383.9856,9.443538510000002,0.0,5.7409,9.599639999999999
485.6676948,976.122,0.0,767.9712,6.070846185000001,12.201525,0.0,9.599639999999999
296.84009506176,767.0645568,1148.18,767.9712,3.710501188272,9.58830696,14.35225,9.599639999999999
134.91848561544,488.03311080000003,0.0,287.9892,4.4972828538480005,16.26777036,0.0,9.599639999999999
215.8523088,557.784,0.0,383.9856,5.39630772,13.944600000000001,0.0,9.599639999999999
242.79067693824,1115.568,803.9097088,767.9712,3.0348834617280005,13.944600000000001,10.04887136,9.599639999999999
323.77846320000003,976.122,688.908,767.9712,4.04723079,12.201525,8.611350000000002,9.599639999999999
0.0,69.69511080000001,1263.0439271999999,287.9892,0.0,2.32317036,42.10146424,9.599639999999999
188.8707702,209.16899999999998,688.908,383.9856,4.721769255000001,5.2292250000000005,17.222700000000003,9.599639999999999
620.61855826176,627.3954432,0.0,767.9712,7.757731978272,7.842443040000001,0.0,9.599639999999999
404.76624946176,767.0645568,688.908,767.9712,5.059578118272,9.58830696,8.611350000000002,9.599639999999999
188.85997758456003,278.8641108,114.7720728,287.9892,6.295332586152001,9.29547036,3.82573576,9.599639999999999
0.0,0.0,3674.176,767.9712,0.0,0.0,45.9272,9.599639999999999
80.94461580000001,348.615,0.0,191.9928,4.04723079,17.43075,0.0,9.599639999999999
0.0,69.723,1722.27,383.9856,0.0,1.7430750000000002,43.05675,9.599639999999999
404.76624946176,1185.1794432,0.0,767.9712,5.059578118272,14.81474304,0.0,9.599639999999999
26.938368138239998,69.6114432,3444.54,767.9712,0.336729601728,0.87014304,43.05675,9.599639999999999
0.0,2021.8554432,344.6377088,767.9712,0.0,25.273193040000002,4.30797136,9.599639999999999
539.630772,836.6759999999999,0.0,767.9712,6.74538465,10.458450000000001,0.0,9.599639999999999
458.66457096912006,69.7787784,688.908,575.9784,7.644409516152001,1.16297964,11.4818,9.599639999999999
593.5938492,697.23,0.0,767.9712,7.4199231150000005,8.715375,0.0,9.599639999999999
215.8523088,557.784,0.0,383.9856,5.39630772,13.944600000000001,0.0,9.599639999999999
296.7969246,348.615,0.0,383.9856,7.4199231150000005,8.715375,0.0,9.599639999999999
404.76624946176,69.6114432,1837.088,767.9712,5.059578118272,0.87014304,22.9636,9.599639999999999
242.8338474,69.723,688.908,383.9856,6.070846185000001,1.7430750000000002,17.222700000000003,9.599639999999999
431.7046176,0.0,1837.088,767.9712,5.39630772,0.0,22.9636,9.599639999999999
377.7415404,557.784,1148.18,767.9712,4.721769255000001,6.972300000000001,14.35225,9.599639999999999
134.86452253824,0.0,3100.2697088,767.9712,1.6858065317280002,0.0,38.75337136,9.599639999999999
26.9815386,1045.845,0.0,383.9856,0.674538465,26.146124999999998,0.0,9.599639999999999
485.6676948,418.33799999999997,918.544,767.9712,6.070846185000001,5.2292250000000005,11.4818,9.599639999999999
539.60918676912,209.16899999999998,114.90985439999999,575.9784,8.993486446152001,3.4861500000000003,1.91516424,9.599639999999999
0.0,1812.798,688.908,767.9712,0.0,22.659975,8.611350000000002,9.599639999999999
296.84009506176,697.23,1263.1817088,767.9712,3.710501188272,8.715375,15.78977136,9.599639999999999
215.8523088,278.892,459.272,383.9856,5.39630772,6.972300000000001,11.4818,9.599639999999999
350.71683133824,627.3954432,1148.18,767.9712,4.383960391728,7.842443040000001,14.35225,9.599639999999999
161.88923160000002,209.16899999999998,803.726,383.9856,4.04723079,5.2292250000000005,20.09315,9.599639999999999
215.8523088,209.16899999999998,574.09,383.9856,5.39630772,5.2292250000000005,14.35225,9.599639999999999
512.69240386176,0.0,1492.4502912,767.9712,6.408655048272,0.0,18.65562864,9.599639999999999
431.72620283087997,278.9477784,459.3638544,575.9784,7.195436713847999,4.64912964,7.65606424,9.599639999999999
53.97386981544,139.4738892,918.5899271999999,287.9892,1.7991289938480002,4.64912964,30.619664239999995,9.599639999999999
323.77846320000003,836.6759999999999,918.544,767.9712,4.04723079,10.458450000000001,11.4818,9.599639999999999
188.91394066176,0.0,2870.2662912,767.9712,2.361424258272,0.0,35.87832864000001,9.599639999999999
0.0,488.1725568,2870.2662912,767.9712,0.0,6.10215696,35.87832864000001,9.599639999999999
377.7415404,0.0,2066.724,767.9712,4.721769255000001,0.0,25.83405,9.599639999999999
539.630772,0.0,1377.816,767.9712,6.74538465,0.0,17.222700000000003,9.599639999999999
539.630772,278.892,918.544,767.9712,6.74538465,3.4861500000000003,11.4818,9.599639999999999
161.88923160000002,69.69511080000001,574.1359272,287.9892,5.39630772,2.32317036,19.137864240000003,9.599639999999999
350.71683133824,209.28055679999997,1837.088,767.9712,4.383960391728,2.61600696,22.9636,9.599639999999999
53.9630772,278.892,229.636,191.9928,2.69815386,13.944600000000001,11.4818,9.599639999999999
269.815386,488.1725568,1722.4537088,767.9712,3.372692325,6.10215696,21.530671360000003,9.599639999999999
80.94461580000001,278.8641108,574.1359272,287.9892,2.69815386,9.29547036,19.137864240000003,9.599639999999999
485.6676948,906.2874432,114.63429119999999,767.9712,6.070846185000001,11.328593040000001,1.4329286399999999,9.599639999999999
134.907693,209.16899999999998,0.0,191.9928,6.74538465,10.458450000000001,0.0,9.599639999999999
863.4092352,0.0,0.0,767.9712,10.79261544,0.0,0.0,9.599639999999999
404.76624946176,697.23,803.9097088,767.9712,5.059578118272,8.715375,10.04887136,9.599639999999999
350.7600018,0.0,344.454,383.9856,8.769000045,0.0,8.611350000000002,9.599639999999999
377.71995516912006,139.39022160000002,918.4521456,575.9784,6.295332586152001,2.32317036,15.307535759999999,9.599639999999999
26.97074598456,209.16899999999998,918.5899271999999,287.9892,0.8990248661520001,6.972300000000001,30.619664239999995,9.599639999999999
80.94461580000001,0.0,574.09,191.9928,4.04723079,0.0,28.7045,9.599639999999999
107.9261544,0.0,1377.816,383.9856,2.69815386,0.0,34.44540000000001,9.599639999999999
188.91394066176,488.1725568,2066.724,767.9712,2.361424258272,6.10215696,25.83405,9.599639999999999
53.9630772,139.446,3214.904,767.9712,0.674538465,1.7430750000000002,40.1863,9.599639999999999
485.6676948,976.122,0.0,767.9712,6.070846185000001,12.201525,0.0,9.599639999999999
134.91848561544,278.8641108,344.454,287.9892,4.4972828538480005,9.29547036,11.4818,9.599639999999999
269.815386,1533.906,0.0,767.9712,3.372692325,19.173825,0.0,9.599639999999999
0.0,627.3954432,2640.9977088,767.9712,0.0,7.842443040000001,33.01247136,9.599639999999999
107.9261544,0.0,459.272,191.9928,5.39630772,0.0,22.9636,9.599639999999999
350.71683133824,1115.568,344.6377088,767.9712,4.383960391728,13.944600000000001,4.30797136,9.599639999999999
134.907693,418.33799999999997,574.09,383.9856,3.372692325,10.458450000000001,14.35225,9.599639999999999
269.80459338456,69.69511080000001,114.7720728,287.9892,8.993486446152001,2.32317036,3.82573576,9.599639999999999
431.72620283087997,139.39022160000002,688.908,575.9784,7.195436713847999,2.32317036,11.4818,9.599639999999999
0.0,1394.46,1377.816,767.9712,0.0,17.43075,17.222700000000003,9.599639999999999
350.71683133824,767.0645568,918.544,767.9712,4.383960391728,9.58830696,11.4818,9.599639999999999
242.79067693824,767.0645568,1377.816,767.9712,3.0348834617280005,9.58830696,17.222700000000003,9.599639999999999
242.8338474,278.892,344.454,383.9856,6.070846185000001,6.972300000000001,8.611350000000002,9.599639999999999
215.86310141543998,278.8641108,0.0,287.9892,7.195436713847999,9.29547036,0.0,9.599639999999999
107.9261544,1464.0714432,803.9097088,767.9712,1.34907693,18.30089304,10.04887136,9.599639999999999
80.98778626176,278.892,2870.2662912,767.9712,1.012347328272,3.4861500000000003,35.87832864000001,9.599639999999999
215.8523088,1603.7405568,114.63429119999999,767.9712,2.69815386,20.04675696,1.4329286399999999,9.599639999999999
188.91394066176,1742.9634432,0.0,767.9712,2.361424258272,21.787043040000004,0.0,9.599639999999999
350.71683133824,557.784,1263.1817088,767.9712,4.383960391728,6.972300000000001,15.78977136,9.599639999999999
0.0,557.784,918.544,383.9856,0.0,13.944600000000001,22.9636,9.599639999999999
188.91394066176,1324.8485567999999,688.908,767.9712,2.361424258272,16.56060696,8.611350000000002,9.599639999999999
296.7969246,0.0,574.09,383.9856,7.4199231150000005,0.0,14.35225,9.599639999999999
134.91848561544,348.6428892,229.6819272,287.9892,4.4972828538480005,11.62142964,7.65606424,9.599639999999999
161.88923160000002,418.33799999999997,0.0,287.9892,5.39630772,13.944600000000001,0.0,9.599639999999999
539.630772,488.1725568,573.9062912,767.9712,6.74538465,6.10215696,7.173828640000001,9.599639999999999
296.7969246,278.892,114.818,383.9856,7.4199231150000005,6.972300000000001,2.87045,9.599639999999999
134.907693,69.723,1148.18,383.9856,3.372692325,1.7430750000000002,28.7045,9.599639999999999
404.76624946176,69.6114432,1837.088,767.9712,5.059578118272,0.87014304,22.9636,9.599639999999999
80.98778626176,139.446,3100.2697088,767.9712,1.012347328272,1.7430750000000002,38.75337136,9.599639999999999
215.86310141543998,278.8641108,0.0,287.9892,7.195436713847999,9.29547036,0.0,9.599639999999999
701.5200036,0.0,688.908,767.9712,8.769000045,0.0,8.611350000000002,9.599639999999999
0.0,1115.568,1837.088,767.9712,0.0,13.944600000000001,22.9636,9.599639999999999
404.76624946176,278.892,1492.4502912,767.9712,5.059578118272,3.4861500000000003,18.65562864,9.599639999999999
134.91848561544,0.0,803.6800728000001,287.9892,4.4972828538480005,0.0,26.789335760000004,9.599639999999999
188.8707702,139.446,803.726,383.9856,4.721769255000001,3.4861500000000003,20.09315,9.599639999999999
296.84009506176,836.6759999999999,1033.1782912,767.9712,3.710501188272,10.458450000000001,12.914728640000002,9.599639999999999
350.71683133824,1045.9565568,459.272,767.9712,4.383960391728,13.074456960000001,5.7409,9.599639999999999
53.9630772,418.33799999999997,0.0,191.9928,2.69815386,20.916900000000002,0.0,9.599639999999999
404.76624946176,0.0,1951.7222912,767.9712,5.059578118272,0.0,24.39652864,9.599639999999999
0.0,697.23,2525.996,767.9712,0.0,8.715375,31.57495,9.599639999999999
26.97074598456,766.9808892,0.0,287.9892,0.8990248661520001,25.56602964,0.0,9.599639999999999
350.71683133824,697.23,1033.1782912,767.9712,4.383960391728,8.715375,12.914728640000002,9.599639999999999
269.815386,418.33799999999997,1837.088,767.9712,3.372692325,5.2292250000000005,22.9636,9.599639999999999
242.8338474,139.446,574.09,383.9856,6.070846185000001,3.4861500000000003,14.35225,9.599639999999999
512.69240386176,906.2874432,0.0,767.9712,6.408655048272,11.328593040000001,0.0,9.599639999999999
0.0,1045.845,114.818,383.9856,0.0,26.146124999999998,2.87045,9.599639999999999
26.9815386,0.0,344.454,95.9964,2.69815386,0.0,34.44540000000001,9.599639999999999
512.69240386176,836.6759999999999,114.63429119999999,767.9712,6.408655048272,10.458450000000001,1.4329286399999999,9.599639999999999
242.8338474,139.446,574.09,383.9856,6.070846185000001,3.4861500000000003,14.35225,9.599639999999999
377.7415404,69.6114432,1951.7222912,767.9712,4.721769255000001,0.87014304,24.39652864,9.599639999999999
377.7415404,418.33799999999997,1377.816,767.9712,4.721769255000001,5.2292250000000005,17.222700000000003,9.599639999999999
431.7046176,557.784,918.544,767.9712,5.39630772,6.972300000000001,11.4818,9.599639999999999
431.7046176,697.23,688.908,767.9712,5.39630772,8.715375,8.611350000000002,9.599639999999999
53.9630772,69.6114432,3329.5382912,767.9712,0.674538465,0.87014304,41.61922864,9.599639999999999
134.91848561544,278.8641108,344.454,287.9892,4.4972828538480005,9.29547036,11.4818,9.599639999999999
53.9630772,488.1725568,2640.9977088,767.9712,0.674538465,6.10215696,33.01247136,9.599639999999999
0.0,209.28055679999997,3329.5382912,767.9712,0.0,2.61600696,41.61922864,9.599639999999999
26.938368138239998,1045.9565568,1837.088,767.9712,0.336729601728,13.074456960000001,22.9636,9.599639999999999
350.71683133824,697.23,1033.1782912,767.9712,4.383960391728,8.715375,12.914728640000002,9.599639999999999
0.0,1185.1794432,1722.4537088,767.9712,0.0,14.81474304,21.530671360000003,9.599639999999999
134.91848561544,488.03311080000003,0.0,287.9892,4.4972828538480005,16.26777036,0.0,9.599639999999999
377.7415404,557.784,1148.18,767.9712,4.721769255000001,6.972300000000001,14.35225,9.599639999999999
53.9630772,836.6759999999999,229.636,383.9856,1.34907693,20.916900000000002,5.7409,9.599639999999999
269.815386,976.122,918.544,767.9712,3.372692325,12.201525,11.4818,9.599639999999999
539.630772,488.1725568,573.9062912,767.9712,6.74538465,6.10215696,7.173828640000001,9.599639999999999
350.71683133824,697.23,1033.1782912,767.9712,4.383960391728,8.715375,12.914728640000002,9.599639999999999
0.0,1045.9565568,1951.7222912,767.9712,0.0,13.074456960000001,24.39652864,9.599639999999999
80.94461580000001,557.784,574.09,383.9856,2.023615395,13.944600000000001,14.35225,9.599639999999999
593.5938492,697.23,0.0,767.9712,7.4199231150000005,8.715375,0.0,9.599639999999999
296.84009506176,1045.9565568,688.908,767.9712,3.710501188272,13.074456960000001,8.611350000000002,9.599639999999999
242.8338474,69.69511080000001,229.6819272,287.9892,8.09446158,2.32317036,7.65606424,9.599639999999999
53.9630772,1812.798,459.272,767.9712,0.674538465,22.659975,5.7409,9.599639999999999
161.88923160000002,278.8641108,229.6819272,287.9892,5.39630772,9.29547036,7.65606424,9.599639999999999
269.815386,697.23,1377.816,767.9712,3.372692325,8.715375,17.222700000000003,9.599639999999999
0.0,906.2874432,2181.7257088,767.9712,0.0,11.328593040000001,27.27157136,9.599639999999999
161.88923160000002,209.16899999999998,803.726,383.9856,4.04723079,5.2292250000000005,20.09315,9.599639999999999
269.815386,627.3954432,1492.4502912,767.9712,3.372692325,7.842443040000001,18.65562864,9.599639999999999
755.4830808,0.0,459.272,767.9712,9.443538510000002,0.0,5.7409,9.599639999999999
161.88923160000002,906.2874432,1492.4502912,767.9712,2.023615395,11.328593040000001,18.65562864,9.599639999999999
0.0,1533.906,1148.18,767.9712,0.0,19.173825,14.35225,9.599639999999999
242.8338474,139.4738892,114.7720728,287.9892,8.09446158,4.64912964,3.82573576,9.599639999999999
269.815386,836.6759999999999,1148.18,767.9712,3.372692325,10.458450000000001,14.35225,9.599639999999999
0.0,906.399,344.454,383.9856,0.0,22.659975,8.611350000000002,9.599639999999999
377.7415404,627.3954432,1033.1782912,767.9712,4.721769255000001,7.842443040000001,12.914728640000002,9.599639999999999
161.88923160000002,418.33799999999997,459.272,383.9856,4.04723079,10.458450000000001,11.4818,9.599639999999999
161.88923160000002,557.784,229.636,383.9856,4.04723079,13.944600000000001,5.7409,9.599639999999999
377.7415404,1255.014,0.0,767.9712,4.721769255000001,15.687675,0.0,9.599639999999999
647.5569264000001,209.28055679999997,573.9062912,767.9712,8.09446158,2.61600696,7.173828640000001,9.599639999999999
161.88923160000002,348.5034432,2410.9942912,767.9712,2.023615395,4.356293040000001,30.13742864,9.599639999999999
134.91848561544,69.69511080000001,688.908,287.9892,4.4972828538480005,2.32317036,22.9636,9.599639999999999
377.7415404,418.33799999999997,1377.816,767.9712,4.721769255000001,5.2292250000000005,17.222700000000003,9.599639999999999
539.630772,418.33799999999997,688.908,767.9712,6.74538465,5.2292250000000005,8.611350000000002,9.599639999999999
809.446158,0.0,229.636,767.9712,10.118076975000001,0.0,2.87045,9.599639999999999
377.7415404,627.3954432,1033.1782912,767.9712,4.721769255000001,7.842443040000001,12.914728640000002,9.599639999999999
0.0,836.6759999999999,459.272,383.9856,0.0,20.916900000000002,11.4818,9.599639999999999
0.0,0.0,1377.816,287.9892,0.0,0.0,45.9272,9.599639999999999
161.88923160000002,0.0,229.636,191.9928,8.09446158,0.0,11.4818,9.599639999999999
80.94461580000001,627.507,0.0,287.9892,2.69815386,20.916900000000002,0.0,9.599639999999999
53.9630772,0.0,688.908,191.9928,2.69815386,0.0,34.44540000000001,9.599639999999999
296.84009506176,697.23,1263.1817088,767.9712,3.710501188272,8.715375,15.78977136,9.599639999999999
242.8338474,0.0,803.726,383.9856,6.070846185000001,0.0,20.09315,9.599639999999999
107.91536178456,557.8118891999999,0.0,287.9892,3.597178726152,18.59372964,0.0,9.599639999999999
377.7415404,418.33799999999997,1377.816,767.9712,4.721769255000001,5.2292250000000005,17.222700000000003,9.599639999999999
107.9261544,836.6759999999999,0.0,383.9856,2.69815386,20.916900000000002,0.0,9.599639999999999
296.7969246,348.615,0.0,383.9856,7.4199231150000005,8.715375,0.0,9.599639999999999
26.9815386,697.23,574.09,383.9856,0.674538465,17.43075,14.35225,9.599639999999999
350.71683133824,348.5034432,1607.452,767.9712,4.383960391728,4.356293040000001,20.09315,9.599639999999999
134.907693,209.16899999999998,0.0,191.9928,6.74538465,10.458450000000001,0.0,9.599639999999999
269.815386,906.2874432,1033.1782912,767.9712,3.372692325,11.328593040000001,12.914728640000002,9.599639999999999
242.79067693824,557.784,1722.4537088,767.9712,3.0348834617280005,6.972300000000001,21.530671360000003,9.599639999999999
0.0,697.23,2525.996,767.9712,0.0,8.715375,31.57495,9.599639999999999
377.7415404,0.0,2066.724,767.9712,4.721769255000001,0.0,25.83405,9.599639999999999
431.7046176,1115.568,0.0,767.9712,5.39630772,13.944600000000001,0.0,9.599639999999999
80.94461580000001,348.615,0.0,191.9928,4.04723079,17.43075,0.0,9.599639999999999
269.815386,976.122,918.544,767.9712,3.372692325,12.201525,11.4818,9.599639999999999
80.94461580000001,0.0,1033.362,287.9892,2.69815386,0.0,34.44540000000001,9.599639999999999
296.84009506176,1464.0714432,0.0,767.9712,3.710501188272,18.30089304,0.0,9.599639999999999
269.815386,139.446,459.272,383.9856,6.74538465,3.4861500000000003,11.4818,9.599639999999999
620.61855826176,488.1725568,229.636,767.9712,7.757731978272,6.10215696,2.87045,9.599639999999999
350.7600018,0.0,344.454,383.9856,8.769000045,0.0,8.611350000000002,9.599639999999999
350.71683133824,627.3954432,1148.18,767.9712,4.383960391728,7.842443040000001,14.35225,9.599639999999999
431.7046176,1115.568,0.0,767.9712,5.39630772,13.944600000000001,0.0,9.599639999999999
404.76624946176,557.784,1033.1782912,767.9712,5.059578118272,6.972300000000001,12.914728640000002,9.599639999999999
107.9261544,278.892,0.0,191.9928,5.39630772,13.944600000000001,0.0,9.599639999999999
0.0,2091.69,229.636,767.9712,0.0,26.146124999999998,2.87045,9.599639999999999
350.71683133824,488.1725568,1377.816,767.9712,4.383960391728,6.10215696,17.222700000000003,9.599639999999999
296.84009506176,697.23,1263.1817088,767.9712,3.710501188272,8.715375,15.78977136,9.599639999999999
350.7600018,0.0,344.454,383.9856,8.769000045,0.0,8.611350000000002,9.599639999999999
269.815386,348.5034432,1951.7222912,767.9712,3.372692325,4.356293040000001,24.39652864,9.599639999999999
134.86452253824,767.0645568,1837.088,767.9712,1.6858065317280002,9.58830696,22.9636,9.599639999999999
134.86452253824,1812.798,114.63429119999999,767.9712,1.6858065317280002,22.659975,1.4329286399999999,9.599639999999999
107.9261544,488.1725568,2410.9942912,767.9712,1.34907693,6.10215696,30.13742864,9.599639999999999
566.56914013824,767.0645568,0.0,767.9712,7.082114251728,9.58830696,0.0,9.599639999999999
215.8523088,418.33799999999997,229.636,383.9856,5.39630772,10.458450000000001,5.7409,9.599639999999999
593.5938492,697.23,0.0,767.9712,7.4199231150000005,8.715375,0.0,9.599639999999999
485.6676948,976.122,0.0,767.9712,6.070846185000001,12.201525,0.0,9.599639999999999
404.76624946176,627.3954432,918.544,767.9712,5.059578118272,7.842443040000001,11.4818,9.599639999999999
