ionization_energy_tot_Al,ionization_energy_tot_Ga,ionization_energy_tot_In,ionization_energy_tot_O,ionization_energy_avg_Al,ionization_energy_avg_Ga,ionization_energy_avg_In,ionization_energy_avg_O
8085.0,2315.2,7816.199999999999,63067.200000000004,101.06250000000001,28.939999999999998,97.7025,788.34
5775.0,5208.27392,7257.006719999999,63067.200000000004,72.1875,65.103424,90.712584,788.34
8085.0,10418.4,0.0,63067.200000000004,101.06250000000001,130.23,0.0,788.34
6352.5,1736.3999999999999,1116.6,31533.600000000002,158.8125,43.410000000000004,27.915,788.34
4620.0,3472.7999999999997,1116.6,31533.600000000002,115.5,86.82000000000001,27.915,788.34
11550.0,5208.27392,1675.7932799999999,63067.200000000004,144.375,65.103424,20.947415999999997,788.34
2310.0,4052.5260799999996,11723.406719999999,63067.200000000004,28.875,50.656575999999994,146.54258399999998,788.34
4620.231,2314.96848,0.0,23650.2,154.00769999999997,77.16561599999999,0.0,788.34
8663.423999999999,4052.5260799999996,5583.0,63067.200000000004,108.29280000000001,50.656575999999994,69.7875,788.34
1155.0,13891.199999999999,3349.7999999999997,63067.200000000004,14.4375,173.64000000000001,41.8725,788.34
16170.0,1737.3260799999998,557.40672,63067.200000000004,202.12500000000003,21.716575999999996,6.9675839999999996,788.34
0.0,7523.473919999999,10608.59328,63067.200000000004,0.0,94.043424,132.607416,788.34
5775.0,12153.87392,557.40672,63067.200000000004,72.1875,151.92342399999998,6.9675839999999996,788.34
5775.0,6945.599999999999,5583.0,63067.200000000004,72.1875,86.82000000000001,69.7875,788.34
9240.0,2893.07392,6142.1932799999995,63067.200000000004,115.5,36.163424,76.777416,788.34
1732.5,2894.0,0.0,15766.800000000001,86.62500000000001,144.7,0.0,788.34
4043.424,6367.7260799999995,7816.199999999999,63067.200000000004,50.5428,79.596576,97.7025,788.34
0.0,10998.126079999998,7257.006719999999,63067.200000000004,0.0,137.476576,90.712584,788.34
8085.0,0.0,1116.6,31533.600000000002,202.12500000000003,0.0,27.915,788.34
10395.0,8103.199999999999,0.0,63067.200000000004,129.9375,101.29,0.0,788.34
6353.424,6367.7260799999995,5583.0,63067.200000000004,79.4178,79.596576,69.7875,788.34
2887.7309999999998,4051.36848,0.0,23650.2,96.25770000000001,135.045616,0.0,788.34
4620.0,4630.4,0.0,31533.600000000002,115.5,115.75999999999999,0.0,788.34
5196.576,9260.8,3908.9932799999997,63067.200000000004,64.9572,115.75999999999999,48.862415999999996,788.34
6930.0,8103.199999999999,3349.7999999999997,63067.200000000004,86.62500000000001,101.29,41.8725,788.34
0.0,578.56848,6141.523319999999,23650.2,0.0,19.285616,204.717444,788.34
4042.5,1736.3999999999999,3349.7999999999997,31533.600000000002,101.06250000000001,43.410000000000004,83.745,788.34
13283.423999999999,5208.27392,0.0,63067.200000000004,166.0428,65.103424,0.0,788.34
8663.423999999999,6367.7260799999995,3349.7999999999997,63067.200000000004,108.29280000000001,79.596576,41.8725,788.34
4042.2690000000007,2314.96848,558.07668,23650.2,134.74230000000003,77.16561599999999,18.602556,788.34
0.0,0.0,17865.6,63067.200000000004,0.0,0.0,223.32,788.34
1732.5,2894.0,0.0,15766.800000000001,86.62500000000001,144.7,0.0,788.34
0.0,578.8,8374.5,31533.600000000002,0.0,14.469999999999999,209.36249999999998,788.34
8663.423999999999,9838.67392,0.0,63067.200000000004,108.29280000000001,122.98342399999999,0.0,788.34
576.576,577.8739199999999,16749.0,63067.200000000004,7.2072,7.223424,209.36249999999998,788.34
0.0,16784.27392,1675.7932799999999,63067.200000000004,0.0,209.803424,20.947415999999997,788.34
11550.0,6945.599999999999,0.0,63067.200000000004,144.375,86.82000000000001,0.0,788.34
9817.038,579.2630399999999,3349.7999999999997,47300.4,163.6173,9.654384,55.83,788.34
12705.0,5788.0,0.0,63067.200000000004,158.8125,72.35,0.0,788.34
4620.0,4630.4,0.0,31533.600000000002,115.5,115.75999999999999,0.0,788.34
6352.5,2894.0,0.0,31533.600000000002,158.8125,72.35,0.0,788.34
8663.423999999999,577.8739199999999,8932.8,63067.200000000004,108.29280000000001,7.223424,111.66,788.34
5197.5,578.8,3349.7999999999997,31533.600000000002,129.9375,14.469999999999999,83.745,788.34
9240.0,0.0,8932.8,63067.200000000004,115.5,0.0,111.66,788.34
8085.0,4630.4,5583.0,63067.200000000004,101.06250000000001,57.879999999999995,69.7875,788.34
2886.576,0.0,15074.993279999999,63067.200000000004,36.08220000000001,0.0,188.437416,788.34
577.5,8682.0,0.0,31533.600000000002,14.4375,217.04999999999998,0.0,788.34
10395.0,3472.7999999999997,4466.4,63067.200000000004,129.9375,43.410000000000004,55.83,788.34
11549.538,1736.3999999999999,558.74664,47300.4,192.49230000000003,28.939999999999998,9.312444,788.34
0.0,15048.8,3349.7999999999997,63067.200000000004,0.0,188.10999999999999,41.8725,788.34
6353.424,5788.0,6142.1932799999995,63067.200000000004,79.4178,72.35,76.777416,788.34
4620.0,2315.2,2233.2,31533.600000000002,115.5,57.879999999999995,55.83,788.34
7506.576,5208.27392,5583.0,63067.200000000004,93.83220000000001,65.103424,69.7875,788.34
3465.0,1736.3999999999999,3908.0999999999995,31533.600000000002,86.62500000000001,43.410000000000004,97.7025,788.34
4620.0,1736.3999999999999,2791.5,31533.600000000002,115.5,43.410000000000004,69.7875,788.34
10973.423999999999,0.0,7257.006719999999,63067.200000000004,137.1678,0.0,90.712584,788.34
9240.462,2315.66304,2233.64664,47300.4,154.00769999999997,38.594384,37.227444,788.34
1155.231,1157.83152,4466.623319999999,23650.2,38.5077,38.594384,148.88744399999996,788.34
6930.0,6945.599999999999,4466.4,63067.200000000004,86.62500000000001,86.82000000000001,55.83,788.34
4043.424,0.0,13956.60672,63067.200000000004,50.5428,0.0,174.457584,788.34
0.0,4052.5260799999996,13956.60672,63067.200000000004,0.0,50.656575999999994,174.457584,788.34
8085.0,0.0,10049.4,63067.200000000004,101.06250000000001,0.0,125.61749999999999,788.34
11550.0,0.0,6699.599999999999,63067.200000000004,144.375,0.0,83.745,788.34
11550.0,2315.2,4466.4,63067.200000000004,144.375,28.939999999999998,55.83,788.34
3465.0,578.56848,2791.7233199999996,23650.2,115.5,19.285616,93.057444,788.34
7506.576,1737.3260799999998,8932.8,63067.200000000004,93.83220000000001,21.716575999999996,111.66,788.34
1155.0,2315.2,1116.6,15766.800000000001,57.75,115.75999999999999,55.83,788.34
5775.0,4052.5260799999996,8375.393279999998,63067.200000000004,72.1875,50.656575999999994,104.69241600000001,788.34
1732.5,2314.96848,2791.7233199999996,23650.2,57.75,77.16561599999999,93.057444,788.34
10395.0,7523.473919999999,557.40672,63067.200000000004,129.9375,94.043424,6.9675839999999996,788.34
2887.5,1736.3999999999999,0.0,15766.800000000001,144.375,86.82000000000001,0.0,788.34
18480.0,0.0,0.0,63067.200000000004,231.0,0.0,0.0,788.34
8663.423999999999,5788.0,3908.9932799999997,63067.200000000004,108.29280000000001,72.35,48.862415999999996,788.34
7507.5,0.0,1674.8999999999999,31533.600000000002,187.6875,0.0,41.8725,788.34
8084.538000000001,1157.13696,4465.9533599999995,47300.4,134.74230000000003,19.285616,74.43255599999999,788.34
577.269,1736.3999999999999,4466.623319999999,23650.2,19.2423,57.879999999999995,148.88744399999996,788.34
1732.5,0.0,2791.5,15766.800000000001,86.62500000000001,0.0,139.575,788.34
2310.0,0.0,6699.599999999999,31533.600000000002,57.75,0.0,167.49,788.34
4043.424,4052.5260799999996,10049.4,63067.200000000004,50.5428,50.656575999999994,125.61749999999999,788.34
1155.0,1157.6,15632.399999999998,63067.200000000004,14.4375,14.469999999999999,195.405,788.34
10395.0,8103.199999999999,0.0,63067.200000000004,129.9375,101.29,0.0,788.34
2887.7309999999998,2314.96848,1674.8999999999999,23650.2,96.25770000000001,77.16561599999999,55.83,788.34
5775.0,12733.599999999999,0.0,63067.200000000004,72.1875,159.17,0.0,788.34
0.0,5208.27392,12841.793279999998,63067.200000000004,0.0,65.103424,160.522416,788.34
2310.0,0.0,2233.2,15766.800000000001,115.5,0.0,111.66,788.34
7506.576,9260.8,1675.7932799999999,63067.200000000004,93.83220000000001,115.75999999999999,20.947415999999997,788.34
2887.5,3472.7999999999997,2791.5,31533.600000000002,72.1875,86.82000000000001,69.7875,788.34
5774.769,578.56848,558.07668,23650.2,192.49230000000003,19.285616,18.602556,788.34
9240.462,1157.13696,3349.7999999999997,47300.4,154.00769999999997,19.285616,55.83,788.34
0.0,11576.0,6699.599999999999,63067.200000000004,0.0,144.7,83.745,788.34
7506.576,6367.7260799999995,4466.4,63067.200000000004,93.83220000000001,79.596576,55.83,788.34
5196.576,6367.7260799999995,6699.599999999999,63067.200000000004,64.9572,79.596576,83.745,788.34
5197.5,2315.2,1674.8999999999999,31533.600000000002,129.9375,57.879999999999995,41.8725,788.34
4620.231,2314.96848,0.0,23650.2,154.00769999999997,77.16561599999999,0.0,788.34
2310.0,12153.87392,3908.9932799999997,63067.200000000004,28.875,151.92342399999998,48.862415999999996,788.34
1733.424,2315.2,13956.60672,63067.200000000004,21.6678,28.939999999999998,174.457584,788.34
4620.0,13313.326079999999,557.40672,63067.200000000004,57.75,166.416576,6.9675839999999996,788.34
4043.424,14469.073919999999,0.0,63067.200000000004,50.5428,180.863424,0.0,788.34
7506.576,4630.4,6142.1932799999995,63067.200000000004,93.83220000000001,57.879999999999995,76.777416,788.34
0.0,4630.4,4466.4,31533.600000000002,0.0,115.75999999999999,111.66,788.34
4043.424,10998.126079999998,3349.7999999999997,63067.200000000004,50.5428,137.476576,41.8725,788.34
6352.5,0.0,2791.5,31533.600000000002,158.8125,0.0,69.7875,788.34
2887.7309999999998,2894.23152,1116.82332,23650.2,96.25770000000001,96.474384,37.227444,788.34
3465.0,3472.7999999999997,0.0,23650.2,115.5,115.75999999999999,0.0,788.34
11550.0,4052.5260799999996,2790.6067199999998,63067.200000000004,144.375,50.656575999999994,34.882584,788.34
6352.5,2315.2,558.3,31533.600000000002,158.8125,57.879999999999995,13.9575,788.34
2887.5,578.8,5583.0,31533.600000000002,72.1875,14.469999999999999,139.575,788.34
8663.423999999999,577.8739199999999,8932.8,63067.200000000004,108.29280000000001,7.223424,111.66,788.34
1733.424,1157.6,15074.993279999999,63067.200000000004,21.6678,14.469999999999999,188.437416,788.34
4620.231,2314.96848,0.0,23650.2,154.00769999999997,77.16561599999999,0.0,788.34
15015.0,0.0,3349.7999999999997,63067.200000000004,187.6875,0.0,41.8725,788.34
0.0,9260.8,8932.8,63067.200000000004,0.0,115.75999999999999,111.66,788.34
8663.423999999999,2315.2,7257.006719999999,63067.200000000004,108.29280000000001,28.939999999999998,90.712584,788.34
2887.7309999999998,0.0,3907.8766800000003,23650.2,96.25770000000001,0.0,130.26255600000002,788.34
4042.5,1157.6,3908.0999999999995,31533.600000000002,101.06250000000001,28.939999999999998,97.7025,788.34
6353.424,6945.599999999999,5023.80672,63067.200000000004,79.4178,86.82000000000001,62.797584,788.34
7506.576,8682.92608,2233.2,63067.200000000004,93.83220000000001,108.536576,27.915,788.34
1155.0,3472.7999999999997,0.0,15766.800000000001,57.75,173.64000000000001,0.0,788.34
8663.423999999999,0.0,9490.20672,63067.200000000004,108.29280000000001,0.0,118.62758399999998,788.34
0.0,5788.0,12282.599999999999,63067.200000000004,0.0,72.35,153.5325,788.34
577.269,6367.031519999999,0.0,23650.2,19.2423,212.23438399999998,0.0,788.34
7506.576,5788.0,5023.80672,63067.200000000004,93.83220000000001,72.35,62.797584,788.34
5775.0,3472.7999999999997,8932.8,63067.200000000004,72.1875,43.410000000000004,111.66,788.34
5197.5,1157.6,2791.5,31533.600000000002,129.9375,28.939999999999998,69.7875,788.34
10973.423999999999,7523.473919999999,0.0,63067.200000000004,137.1678,94.043424,0.0,788.34
0.0,8682.0,558.3,31533.600000000002,0.0,217.04999999999998,13.9575,788.34
577.5,0.0,1674.8999999999999,7883.400000000001,57.75,0.0,167.49,788.34
10973.423999999999,6945.599999999999,557.40672,63067.200000000004,137.1678,86.82000000000001,6.9675839999999996,788.34
5197.5,1157.6,2791.5,31533.600000000002,129.9375,28.939999999999998,69.7875,788.34
8085.0,577.8739199999999,9490.20672,63067.200000000004,101.06250000000001,7.223424,118.62758399999998,788.34
8085.0,3472.7999999999997,6699.599999999999,63067.200000000004,101.06250000000001,43.410000000000004,83.745,788.34
9240.0,4630.4,4466.4,63067.200000000004,115.5,57.879999999999995,55.83,788.34
9240.0,5788.0,3349.7999999999997,63067.200000000004,115.5,72.35,41.8725,788.34
1155.0,577.8739199999999,16189.806719999999,63067.200000000004,14.4375,7.223424,202.372584,788.34
2887.7309999999998,2314.96848,1674.8999999999999,23650.2,96.25770000000001,77.16561599999999,55.83,788.34
1155.0,4052.5260799999996,12841.793279999998,63067.200000000004,14.4375,50.656575999999994,160.522416,788.34
0.0,1737.3260799999998,16189.806719999999,63067.200000000004,0.0,21.716575999999996,202.372584,788.34
576.576,8682.92608,8932.8,63067.200000000004,7.2072,108.536576,111.66,788.34
7506.576,5788.0,5023.80672,63067.200000000004,93.83220000000001,72.35,62.797584,788.34
0.0,9838.67392,8375.393279999998,63067.200000000004,0.0,122.98342399999999,104.69241600000001,788.34
2887.7309999999998,4051.36848,0.0,23650.2,96.25770000000001,135.045616,0.0,788.34
8085.0,4630.4,5583.0,63067.200000000004,101.06250000000001,57.879999999999995,69.7875,788.34
1155.0,6945.599999999999,1116.6,31533.600000000002,28.875,173.64000000000001,27.915,788.34
5775.0,8103.199999999999,4466.4,63067.200000000004,72.1875,101.29,55.83,788.34
11550.0,4052.5260799999996,2790.6067199999998,63067.200000000004,144.375,50.656575999999994,34.882584,788.34
7506.576,5788.0,5023.80672,63067.200000000004,93.83220000000001,72.35,62.797584,788.34
0.0,8682.92608,9490.20672,63067.200000000004,0.0,108.536576,118.62758399999998,788.34
1732.5,4630.4,2791.5,31533.600000000002,43.31250000000001,115.75999999999999,69.7875,788.34
12705.0,5788.0,0.0,63067.200000000004,158.8125,72.35,0.0,788.34
6353.424,8682.92608,3349.7999999999997,63067.200000000004,79.4178,108.536576,41.8725,788.34
5197.5,578.56848,1116.82332,23650.2,173.25000000000003,19.285616,37.227444,788.34
1155.0,15048.8,2233.2,63067.200000000004,14.4375,188.10999999999999,27.915,788.34
3465.0,2314.96848,1116.82332,23650.2,115.5,77.16561599999999,37.227444,788.34
5775.0,5788.0,6699.599999999999,63067.200000000004,72.1875,72.35,83.745,788.34
0.0,7523.473919999999,10608.59328,63067.200000000004,0.0,94.043424,132.607416,788.34
3465.0,1736.3999999999999,3908.0999999999995,31533.600000000002,86.62500000000001,43.410000000000004,97.7025,788.34
5775.0,5208.27392,7257.006719999999,63067.200000000004,72.1875,65.103424,90.712584,788.34
16170.0,0.0,2233.2,63067.200000000004,202.12500000000003,0.0,27.915,788.34
3465.0,7523.473919999999,7257.006719999999,63067.200000000004,43.31250000000001,94.043424,90.712584,788.34
0.0,12733.599999999999,5583.0,63067.200000000004,0.0,159.17,69.7875,788.34
5197.5,1157.83152,558.07668,23650.2,173.25000000000003,38.594384,18.602556,788.34
5775.0,6945.599999999999,5583.0,63067.200000000004,72.1875,86.82000000000001,69.7875,788.34
0.0,7524.4,1674.8999999999999,31533.600000000002,0.0,188.10999999999999,41.8725,788.34
8085.0,5208.27392,5023.80672,63067.200000000004,101.06250000000001,65.103424,62.797584,788.34
3465.0,3472.7999999999997,2233.2,31533.600000000002,86.62500000000001,86.82000000000001,55.83,788.34
3465.0,4630.4,1116.6,31533.600000000002,86.62500000000001,115.75999999999999,27.915,788.34
8085.0,10418.4,0.0,63067.200000000004,101.06250000000001,130.23,0.0,788.34
13860.0,1737.3260799999998,2790.6067199999998,63067.200000000004,173.25000000000003,21.716575999999996,34.882584,788.34
3465.0,2893.07392,11723.406719999999,63067.200000000004,43.31250000000001,36.163424,146.54258399999998,788.34
2887.7309999999998,578.56848,3349.7999999999997,23650.2,96.25770000000001,19.285616,111.66,788.34
8085.0,3472.7999999999997,6699.599999999999,63067.200000000004,101.06250000000001,43.410000000000004,83.745,788.34
11550.0,3472.7999999999997,3349.7999999999997,63067.200000000004,144.375,43.410000000000004,41.8725,788.34
17325.0,0.0,1116.6,63067.200000000004,216.5625,0.0,13.9575,788.34
8085.0,5208.27392,5023.80672,63067.200000000004,101.06250000000001,65.103424,62.797584,788.34
0.0,6945.599999999999,2233.2,31533.600000000002,0.0,173.64000000000001,55.83,788.34
0.0,0.0,6699.599999999999,23650.2,0.0,0.0,223.32,788.34
3465.0,0.0,1116.6,15766.800000000001,173.25000000000003,0.0,55.83,788.34
1732.5,5209.2,0.0,23650.2,57.75,173.64000000000001,0.0,788.34
1155.0,0.0,3349.7999999999997,15766.800000000001,57.75,0.0,167.49,788.34
6353.424,5788.0,6142.1932799999995,63067.200000000004,79.4178,72.35,76.777416,788.34
5197.5,0.0,3908.0999999999995,31533.600000000002,129.9375,0.0,97.7025,788.34
2309.7690000000002,4630.631519999999,0.0,23650.2,76.9923,154.35438399999998,0.0,788.34
8085.0,3472.7999999999997,6699.599999999999,63067.200000000004,101.06250000000001,43.410000000000004,83.745,788.34
2310.0,6945.599999999999,0.0,31533.600000000002,57.75,173.64000000000001,0.0,788.34
6352.5,2894.0,0.0,31533.600000000002,158.8125,72.35,0.0,788.34
577.5,5788.0,2791.5,31533.600000000002,14.4375,144.7,69.7875,788.34
7506.576,2893.07392,7816.199999999999,63067.200000000004,93.83220000000001,36.163424,97.7025,788.34
2887.5,1736.3999999999999,0.0,15766.800000000001,144.375,86.82000000000001,0.0,788.34
5775.0,7523.473919999999,5023.80672,63067.200000000004,72.1875,94.043424,62.797584,788.34
5196.576,4630.4,8375.393279999998,63067.200000000004,64.9572,57.879999999999995,104.69241600000001,788.34
0.0,5788.0,12282.599999999999,63067.200000000004,0.0,72.35,153.5325,788.34
8085.0,0.0,10049.4,63067.200000000004,101.06250000000001,0.0,125.61749999999999,788.34
9240.0,9260.8,0.0,63067.200000000004,115.5,115.75999999999999,0.0,788.34
1732.5,2894.0,0.0,15766.800000000001,86.62500000000001,144.7,0.0,788.34
5775.0,8103.199999999999,4466.4,63067.200000000004,72.1875,101.29,55.83,788.34
1732.5,0.0,5024.7,23650.2,57.75,0.0,167.49,788.34
6353.424,12153.87392,0.0,63067.200000000004,79.4178,151.92342399999998,0.0,788.34
5775.0,1157.6,2233.2,31533.600000000002,144.375,28.939999999999998,55.83,788.34
13283.423999999999,4052.5260799999996,1116.6,63067.200000000004,166.0428,50.656575999999994,13.9575,788.34
7507.5,0.0,1674.8999999999999,31533.600000000002,187.6875,0.0,41.8725,788.34
7506.576,5208.27392,5583.0,63067.200000000004,93.83220000000001,65.103424,69.7875,788.34
9240.0,9260.8,0.0,63067.200000000004,115.5,115.75999999999999,0.0,788.34
8663.423999999999,4630.4,5023.80672,63067.200000000004,108.29280000000001,57.879999999999995,62.797584,788.34
2310.0,2315.2,0.0,15766.800000000001,115.5,115.75999999999999,0.0,788.34
0.0,17364.0,1116.6,63067.200000000004,0.0,217.04999999999998,13.9575,788.34
7506.576,4052.5260799999996,6699.599999999999,63067.200000000004,93.83220000000001,50.656575999999994,83.745,788.34
6353.424,5788.0,6142.1932799999995,63067.200000000004,79.4178,72.35,76.777416,788.34
7507.5,0.0,1674.8999999999999,31533.600000000002,187.6875,0.0,41.8725,788.34
5775.0,2893.07392,9490.20672,63067.200000000004,72.1875,36.163424,118.62758399999998,788.34
2886.576,6367.7260799999995,8932.8,63067.200000000004,36.08220000000001,79.596576,111.66,788.34
2886.576,15048.8,557.40672,63067.200000000004,36.08220000000001,188.10999999999999,6.9675839999999996,788.34
2310.0,4052.5260799999996,11723.406719999999,63067.200000000004,28.875,50.656575999999994,146.54258399999998,788.34
12126.576000000001,6367.7260799999995,0.0,63067.200000000004,151.5822,79.596576,0.0,788.34
4620.0,3472.7999999999997,1116.6,31533.600000000002,115.5,86.82000000000001,27.915,788.34
12705.0,5788.0,0.0,63067.200000000004,158.8125,72.35,0.0,788.34
10395.0,8103.199999999999,0.0,63067.200000000004,129.9375,101.29,0.0,788.34
8663.423999999999,5208.27392,4466.4,63067.200000000004,108.29280000000001,65.103424,55.83,788.34
2887.7309999999998,4051.36848,0.0,23650.2,96.25770000000001,135.045616,0.0,788.34
7506.576,0.0,10608.59328,63067.200000000004,93.83220000000001,0.0,132.607416,788.34
1155.0,5209.2,2791.5,31533.600000000002,28.875,130.23,69.7875,788.34
2309.7690000000002,3472.7999999999997,1116.82332,23650.2,76.9923,115.75999999999999,37.227444,788.34
4620.0,1736.3999999999999,2791.5,31533.600000000002,115.5,43.410000000000004,69.7875,788.34
0.0,8103.199999999999,1116.6,31533.600000000002,0.0,202.58,27.915,788.34
10973.423999999999,7523.473919999999,0.0,63067.200000000004,137.1678,94.043424,0.0,788.34
2310.0,8682.92608,7257.006719999999,63067.200000000004,28.875,108.536576,90.712584,788.34
0.0,9260.8,8932.8,63067.200000000004,0.0,115.75999999999999,111.66,788.34
1155.0,8682.92608,8375.393279999998,63067.200000000004,14.4375,108.536576,104.69241600000001,788.34
17903.424,577.8739199999999,0.0,63067.200000000004,223.79280000000003,7.223424,0.0,788.34
8085.0,6367.7260799999995,3908.9932799999997,63067.200000000004,101.06250000000001,79.596576,48.862415999999996,788.34
0.0,1736.3999999999999,7257.9,31533.600000000002,0.0,43.410000000000004,181.4475,788.34
0.0,10998.126079999998,7257.006719999999,63067.200000000004,0.0,137.476576,90.712584,788.34
5775.0,578.8,2791.5,31533.600000000002,144.375,14.469999999999999,69.7875,788.34
