HOMO_tot_Al,HOMO_tot_Ga,HOMO_tot_In,HOMO_tot_O,HOMO_avg_Al,HOMO_avg_Ga,HOMO_avg_In,HOMO_avg_O
-5.394,-5.464,-11.136,-32.88,-0.2697,-0.27320000000000005,-0.5568,-1.6440000000000001
-0.0,-32.784000000000006,-55.67999999999999,-131.52,-0.0,-0.4098000000000001,-0.696,-1.6440000000000001
-18.877921200000003,-13.6610928,-0.0,-49.32000000000001,-0.6292640400000001,-0.4553697600000001,-0.0,-1.6440000000000001
-21.5770788,-0.0,-11.1348864,-49.32000000000001,-0.7192359599999999,-0.0,-0.37116288,-1.6440000000000001
-13.4806848,-49.176,-25.051545599999997,-131.52,-0.16850856000000003,-0.6147,-0.31314432000000003,-1.6440000000000001
-24.273,-5.4650928,-2.7828863999999998,-49.32000000000001,-0.8091000000000002,-0.18216976000000001,-0.09276288,-1.6440000000000001
-37.758,-0.0,-5.568,-65.76,-0.9439500000000001,-0.0,-0.1392,-1.6440000000000001
-18.879,-10.928,-13.919999999999998,-65.76,-0.47197500000000003,-0.27320000000000005,-0.348,-1.6440000000000001
-37.758,-5.464,-0.0,-65.76,-0.9439500000000001,-0.13660000000000003,-0.0,-1.6440000000000001
-8.0953152,-43.712,-36.1875456,-131.52,-0.10119144,-0.5464000000000001,-0.45234432,-1.6440000000000001
-70.122,-2.7276288,-13.9155456,-131.52,-0.876525,-0.034095360000000005,-0.17394432,-1.6440000000000001
-29.6713152,-27.32,-30.6284544,-131.52,-0.37089144,-0.3415,-0.38285568,-1.6440000000000001
-0.0,-10.928,-33.408,-65.76,-0.0,-0.27320000000000005,-0.8352,-1.6440000000000001
-24.273,-0.0,-19.488,-65.76,-0.6068250000000001,-0.0,-0.4872,-1.6440000000000001
-51.2473152,-19.1283712,-16.704,-131.52,-0.64059144,-0.23910464,-0.2088,-1.6440000000000001
-0.0,-49.176,-38.976,-131.52,-0.0,-0.6147,-0.4872,-1.6440000000000001
-29.6713152,-35.511628800000004,-22.272,-131.52,-0.37089144,-0.44389536000000007,-0.2784,-1.6440000000000001
-21.576,-0.0,-22.272,-65.76,-0.5394,-0.0,-0.5568,-1.6440000000000001
-26.97,-5.464,-55.67999999999999,-131.52,-0.337125,-0.06830000000000001,-0.696,-1.6440000000000001
-10.788,-19.124000000000002,-13.919999999999998,-65.76,-0.2697,-0.4781000000000001,-0.348,-1.6440000000000001
-8.0953152,-40.984371200000005,-38.976,-131.52,-0.10119144,-0.5123046400000001,-0.4872,-1.6440000000000001
-24.268684800000003,-30.0563712,-33.408,-131.52,-0.30335856000000005,-0.37570464000000003,-0.4176,-1.6440000000000001
-70.122,-2.7276288,-13.9155456,-131.52,-0.876525,-0.034095360000000005,-0.17394432,-1.6440000000000001
-53.94,-2.7276288,-30.6284544,-131.52,-0.67425,-0.034095360000000005,-0.38285568,-1.6440000000000001
-83.6113152,-2.7276288,-0.0,-131.52,-1.04514144,-0.034095360000000005,-0.0,-1.6440000000000001
-35.0566848,-30.0563712,-22.272,-131.52,-0.43820856,-0.37570464000000003,-0.2784,-1.6440000000000001
-43.152,-43.712,-0.0,-131.52,-0.5394,-0.5464000000000001,-0.0,-1.6440000000000001
-59.334,-19.1283712,-8.356454399999999,-131.52,-0.7416750000000001,-0.23910464,-0.10445567999999998,-1.6440000000000001
-53.94,-13.655628800000002,-19.4924544,-131.52,-0.67425,-0.17069536000000005,-0.24365567999999999,-1.6440000000000001
-2.697,-27.32,-13.919999999999998,-65.76,-0.067425,-0.683,-0.348,-1.6440000000000001
-72.8233152,-10.928,-2.7795455999999996,-131.52,-0.9102914400000002,-0.13660000000000003,-0.034744319999999995,-1.6440000000000001
-13.4860788,-10.9269072,-8.352,-49.32000000000001,-0.44953596000000007,-0.36423024000000004,-0.2784,-1.6440000000000001
-43.152,-43.712,-0.0,-131.52,-0.5394,-0.5464000000000001,-0.0,-1.6440000000000001
-5.394,-8.2003712,-75.17245439999999,-131.52,-0.067425,-0.10250464000000001,-0.9396556800000001,-1.6440000000000001
-35.0566848,-10.928,-41.7644544,-131.52,-0.43820856,-0.13660000000000003,-0.52205568,-1.6440000000000001
-18.879,-24.588,-0.0,-65.76,-0.47197500000000003,-0.6147,-0.0,-1.6440000000000001
-16.182000000000002,-16.392000000000003,-0.0,-49.32000000000001,-0.5394,-0.5464000000000001,-0.0,-1.6440000000000001
-18.879,-0.0,-25.055999999999997,-65.76,-0.47197500000000003,-0.0,-0.6264,-1.6440000000000001
-10.788,-71.03200000000001,-5.568,-131.52,-0.13485,-0.8879000000000001,-0.0696,-1.6440000000000001
-16.182000000000002,-16.392000000000003,-0.0,-49.32000000000001,-0.5394,-0.5464000000000001,-0.0,-1.6440000000000001
-56.6326848,-30.0563712,-0.0,-131.52,-0.70790856,-0.37570464000000003,-0.0,-1.6440000000000001
-8.0953152,-60.104000000000006,-19.4924544,-131.52,-0.10119144,-0.7513000000000001,-0.24365567999999999,-1.6440000000000001
-56.6326848,-13.655628800000002,-16.704,-131.52,-0.70790856,-0.17069536000000005,-0.2088,-1.6440000000000001
-5.394,-13.66,-25.055999999999997,-65.76,-0.13485,-0.3415,-0.6264,-1.6440000000000001
-26.97,-10.928,-5.568,-65.76,-0.67425,-0.27320000000000005,-0.1392,-1.6440000000000001
-16.182000000000002,-71.03200000000001,-0.0,-131.52,-0.20227500000000004,-0.8879000000000001,-0.0,-1.6440000000000001
-18.8833152,-46.4396288,-22.272,-131.52,-0.23604144000000002,-0.58049536,-0.2784,-1.6440000000000001
-37.758,-10.928,-38.976,-131.52,-0.47197500000000003,-0.13660000000000003,-0.4872,-1.6440000000000001
-26.97,-24.583628800000003,-36.1875456,-131.52,-0.337125,-0.3072953600000001,-0.45234432,-1.6440000000000001
-37.758,-49.176,-0.0,-131.52,-0.47197500000000003,-0.6147,-0.0,-1.6440000000000001
-29.667,-8.196000000000002,-5.568,-65.76,-0.7416750000000001,-0.20490000000000005,-0.1392,-1.6440000000000001
-21.576,-16.392000000000003,-5.568,-65.76,-0.5394,-0.4098000000000001,-0.1392,-1.6440000000000001
-53.94,-24.583628800000003,-8.356454399999999,-131.52,-0.67425,-0.3072953600000001,-0.10445567999999998,-1.6440000000000001
-10.788,-19.1283712,-58.4595456,-131.52,-0.13485,-0.23910464,-0.7307443199999999,-1.6440000000000001
-21.5770788,-10.9269072,-0.0,-49.32000000000001,-0.7192359599999999,-0.36423024000000004,-0.0,-1.6440000000000001
-40.4593152,-19.1283712,-27.839999999999996,-131.52,-0.5057414400000001,-0.23910464,-0.348,-1.6440000000000001
-5.394,-65.56800000000001,-16.704,-131.52,-0.067425,-0.8196000000000002,-0.2088,-1.6440000000000001
-75.516,-8.2003712,-2.7795455999999996,-131.52,-0.9439500000000001,-0.10250464000000001,-0.034744319999999995,-1.6440000000000001
-0.0,-35.511628800000004,-52.900454399999994,-131.52,-0.0,-0.44389536000000007,-0.66125568,-1.6440000000000001
-26.97,-57.367628800000006,-2.7795455999999996,-131.52,-0.337125,-0.7170953600000001,-0.034744319999999995,-1.6440000000000001
-26.97,-32.784000000000006,-27.839999999999996,-131.52,-0.337125,-0.4098000000000001,-0.348,-1.6440000000000001
-43.152,-13.655628800000002,-30.6284544,-131.52,-0.5394,-0.17069536000000005,-0.38285568,-1.6440000000000001
-8.091000000000001,-13.66,-0.0,-32.88,-0.4045500000000001,-0.683,-0.0,-1.6440000000000001
-18.8833152,-30.0563712,-38.976,-131.52,-0.23604144000000002,-0.37570464000000003,-0.4872,-1.6440000000000001
-0.0,-51.9123712,-36.1875456,-131.52,-0.0,-0.64890464,-0.45234432,-1.6440000000000001
-37.758,-0.0,-5.568,-65.76,-0.9439500000000001,-0.0,-0.1392,-1.6440000000000001
-48.546,-38.248000000000005,-0.0,-131.52,-0.6068250000000001,-0.4781000000000001,-0.0,-1.6440000000000001
-29.6713152,-30.0563712,-27.839999999999996,-131.52,-0.37089144,-0.37570464000000003,-0.348,-1.6440000000000001
-13.4860788,-19.122907200000004,-0.0,-49.32000000000001,-0.44953596000000007,-0.6374302400000001,-0.0,-1.6440000000000001
-21.576,-21.856,-0.0,-65.76,-0.5394,-0.5464000000000001,-0.0,-1.6440000000000001
-24.268684800000003,-43.712,-19.4924544,-131.52,-0.30335856000000005,-0.5464000000000001,-0.24365567999999999,-1.6440000000000001
-32.364000000000004,-38.248000000000005,-16.704,-131.52,-0.4045500000000001,-0.4781000000000001,-0.2088,-1.6440000000000001
-0.0,-2.7309072000000003,-30.625113599999995,-49.32000000000001,-0.0,-0.09103024000000001,-1.02083712,-1.6440000000000001
-18.879,-8.196000000000002,-16.704,-65.76,-0.47197500000000003,-0.20490000000000005,-0.4176,-1.6440000000000001
-62.0353152,-24.583628800000003,-0.0,-131.52,-0.77544144,-0.3072953600000001,-0.0,-1.6440000000000001
-40.4593152,-30.0563712,-16.704,-131.52,-0.5057414400000001,-0.37570464000000003,-0.2088,-1.6440000000000001
-18.877921200000003,-10.9269072,-2.7828863999999998,-49.32000000000001,-0.6292640400000001,-0.36423024000000004,-0.09276288,-1.6440000000000001
-0.0,-0.0,-89.088,-131.52,-0.0,-0.0,-1.1136,-1.6440000000000001
-8.091000000000001,-13.66,-0.0,-32.88,-0.4045500000000001,-0.683,-0.0,-1.6440000000000001
-0.0,-2.732,-41.76,-65.76,-0.0,-0.06830000000000001,-1.044,-1.6440000000000001
-40.4593152,-46.4396288,-0.0,-131.52,-0.5057414400000001,-0.58049536,-0.0,-1.6440000000000001
-2.6926848,-2.7276288,-83.52,-131.52,-0.03365856,-0.034095360000000005,-1.044,-1.6440000000000001
-0.0,-79.2236288,-8.356454399999999,-131.52,-0.0,-0.9902953600000002,-0.10445567999999998,-1.6440000000000001
-53.94,-32.784000000000006,-0.0,-131.52,-0.67425,-0.4098000000000001,-0.0,-1.6440000000000001
-45.84684240000001,-2.7341856,-16.704,-98.64000000000001,-0.76411404,-0.04556976000000001,-0.2784,-1.6440000000000001
-59.334,-27.32,-0.0,-131.52,-0.7416750000000001,-0.3415,-0.0,-1.6440000000000001
-21.576,-21.856,-0.0,-65.76,-0.5394,-0.5464000000000001,-0.0,-1.6440000000000001
-29.667,-13.66,-0.0,-65.76,-0.7416750000000001,-0.3415,-0.0,-1.6440000000000001
-40.4593152,-2.7276288,-44.544,-131.52,-0.5057414400000001,-0.034095360000000005,-0.5568,-1.6440000000000001
-24.273,-2.732,-16.704,-65.76,-0.6068250000000001,-0.06830000000000001,-0.4176,-1.6440000000000001
-43.152,-0.0,-44.544,-131.52,-0.5394,-0.0,-0.5568,-1.6440000000000001
-37.758,-21.856,-27.839999999999996,-131.52,-0.47197500000000003,-0.27320000000000005,-0.348,-1.6440000000000001
-13.4806848,-0.0,-75.17245439999999,-131.52,-0.16850856000000003,-0.0,-0.9396556800000001,-1.6440000000000001
-2.697,-40.980000000000004,-0.0,-65.76,-0.067425,-1.0245000000000002,-0.0,-1.6440000000000001
-48.546,-16.392000000000003,-22.272,-131.52,-0.6068250000000001,-0.20490000000000005,-0.2784,-1.6440000000000001
-53.93784240000001,-8.196000000000002,-2.7862271999999995,-98.64000000000001,-0.8989640400000002,-0.13660000000000003,-0.04643712,-1.6440000000000001
-0.0,-71.03200000000001,-16.704,-131.52,-0.0,-0.8879000000000001,-0.2088,-1.6440000000000001
-29.6713152,-27.32,-30.6284544,-131.52,-0.37089144,-0.3415,-0.38285568,-1.6440000000000001
-21.576,-10.928,-11.136,-65.76,-0.5394,-0.27320000000000005,-0.2784,-1.6440000000000001
-35.0566848,-24.583628800000003,-27.839999999999996,-131.52,-0.43820856,-0.3072953600000001,-0.348,-1.6440000000000001
-16.182000000000002,-8.196000000000002,-19.488,-65.76,-0.4045500000000001,-0.20490000000000005,-0.4872,-1.6440000000000001
-21.576,-8.196000000000002,-13.919999999999998,-65.76,-0.5394,-0.20490000000000005,-0.348,-1.6440000000000001
-51.2473152,-0.0,-36.1875456,-131.52,-0.64059144,-0.0,-0.45234432,-1.6440000000000001
-43.1541576,-10.9301856,-11.1382272,-98.64000000000001,-0.7192359599999999,-0.18216976000000001,-0.18563712,-1.6440000000000001
-5.3950788,-5.4650928,-22.273113599999995,-49.32000000000001,-0.17983596000000002,-0.18216976000000001,-0.7424371199999998,-1.6440000000000001
-32.364000000000004,-32.784000000000006,-22.272,-131.52,-0.4045500000000001,-0.4098000000000001,-0.2784,-1.6440000000000001
-18.8833152,-0.0,-69.5955456,-131.52,-0.23604144000000002,-0.0,-0.86994432,-1.6440000000000001
-0.0,-19.1283712,-69.5955456,-131.52,-0.0,-0.23910464,-0.86994432,-1.6440000000000001
-37.758,-0.0,-50.111999999999995,-131.52,-0.47197500000000003,-0.0,-0.6264,-1.6440000000000001
-53.94,-0.0,-33.408,-131.52,-0.67425,-0.0,-0.4176,-1.6440000000000001
-53.94,-10.928,-22.272,-131.52,-0.67425,-0.13660000000000003,-0.2784,-1.6440000000000001
-16.182000000000002,-2.7309072000000003,-13.921113599999998,-49.32000000000001,-0.5394,-0.09103024000000001,-0.46403712,-1.6440000000000001
-35.0566848,-8.2003712,-44.544,-131.52,-0.43820856,-0.10250464000000001,-0.5568,-1.6440000000000001
-5.394,-10.928,-5.568,-32.88,-0.2697,-0.5464000000000001,-0.2784,-1.6440000000000001
-26.97,-19.1283712,-41.7644544,-131.52,-0.337125,-0.23910464,-0.52205568,-1.6440000000000001
-8.091000000000001,-10.9269072,-13.921113599999998,-49.32000000000001,-0.2697,-0.36423024000000004,-0.46403712,-1.6440000000000001
-48.546,-35.511628800000004,-2.7795455999999996,-131.52,-0.6068250000000001,-0.44389536000000007,-0.034744319999999995,-1.6440000000000001
-13.485,-8.196000000000002,-0.0,-32.88,-0.67425,-0.4098000000000001,-0.0,-1.6440000000000001
-86.304,-0.0,-0.0,-131.52,-1.0788,-0.0,-0.0,-1.6440000000000001
-40.4593152,-27.32,-19.4924544,-131.52,-0.5057414400000001,-0.3415,-0.24365567999999999,-1.6440000000000001
-35.061,-0.0,-8.352,-65.76,-0.876525,-0.0,-0.2088,-1.6440000000000001
-37.755842400000006,-5.461814400000001,-22.2697728,-98.64000000000001,-0.6292640400000001,-0.09103024000000001,-0.37116288,-1.6440000000000001
-2.6959212000000004,-8.196000000000002,-22.273113599999995,-49.32000000000001,-0.08986404,-0.27320000000000005,-0.7424371199999998,-1.6440000000000001
-8.091000000000001,-0.0,-13.919999999999998,-32.88,-0.4045500000000001,-0.0,-0.696,-1.6440000000000001
-10.788,-0.0,-33.408,-65.76,-0.2697,-0.0,-0.8352,-1.6440000000000001
-18.8833152,-19.1283712,-50.111999999999995,-131.52,-0.23604144000000002,-0.23910464,-0.6264,-1.6440000000000001
-5.394,-5.464,-77.952,-131.52,-0.067425,-0.06830000000000001,-0.9744,-1.6440000000000001
-48.546,-38.248000000000005,-0.0,-131.52,-0.6068250000000001,-0.4781000000000001,-0.0,-1.6440000000000001
-13.4860788,-10.9269072,-8.352,-49.32000000000001,-0.44953596000000007,-0.36423024000000004,-0.2784,-1.6440000000000001
-26.97,-60.104000000000006,-0.0,-131.52,-0.337125,-0.7513000000000001,-0.0,-1.6440000000000001
-0.0,-24.583628800000003,-64.0364544,-131.52,-0.0,-0.3072953600000001,-0.8004556799999999,-1.6440000000000001
-10.788,-0.0,-11.136,-32.88,-0.5394,-0.0,-0.5568,-1.6440000000000001
-35.0566848,-43.712,-8.356454399999999,-131.52,-0.43820856,-0.5464000000000001,-0.10445567999999998,-1.6440000000000001
-13.485,-16.392000000000003,-13.919999999999998,-65.76,-0.337125,-0.4098000000000001,-0.348,-1.6440000000000001
-26.968921200000004,-2.7309072000000003,-2.7828863999999998,-49.32000000000001,-0.8989640400000002,-0.09103024000000001,-0.09276288,-1.6440000000000001
-43.1541576,-5.461814400000001,-16.704,-98.64000000000001,-0.7192359599999999,-0.09103024000000001,-0.2784,-1.6440000000000001
-0.0,-54.64,-33.408,-131.52,-0.0,-0.683,-0.4176,-1.6440000000000001
-35.0566848,-30.0563712,-22.272,-131.52,-0.43820856,-0.37570464000000003,-0.2784,-1.6440000000000001
-24.268684800000003,-30.0563712,-33.408,-131.52,-0.30335856000000005,-0.37570464000000003,-0.4176,-1.6440000000000001
-24.273,-10.928,-8.352,-65.76,-0.6068250000000001,-0.27320000000000005,-0.2088,-1.6440000000000001
-21.5770788,-10.9269072,-0.0,-49.32000000000001,-0.7192359599999999,-0.36423024000000004,-0.0,-1.6440000000000001
-10.788,-57.367628800000006,-19.4924544,-131.52,-0.13485,-0.7170953600000001,-0.24365567999999999,-1.6440000000000001
-8.0953152,-10.928,-69.5955456,-131.52,-0.10119144,-0.13660000000000003,-0.86994432,-1.6440000000000001
-21.576,-62.84037120000001,-2.7795455999999996,-131.52,-0.2697,-0.7855046400000001,-0.034744319999999995,-1.6440000000000001
-18.8833152,-68.2956288,-0.0,-131.52,-0.23604144000000002,-0.8536953600000001,-0.0,-1.6440000000000001
-35.0566848,-21.856,-30.6284544,-131.52,-0.43820856,-0.27320000000000005,-0.38285568,-1.6440000000000001
-0.0,-21.856,-22.272,-65.76,-0.0,-0.5464000000000001,-0.5568,-1.6440000000000001
-18.8833152,-51.9123712,-16.704,-131.52,-0.23604144000000002,-0.64890464,-0.2088,-1.6440000000000001
-29.667,-0.0,-13.919999999999998,-65.76,-0.7416750000000001,-0.0,-0.348,-1.6440000000000001
-13.4860788,-13.6610928,-5.5691136,-49.32000000000001,-0.44953596000000007,-0.4553697600000001,-0.18563712,-1.6440000000000001
-16.182000000000002,-16.392000000000003,-0.0,-49.32000000000001,-0.5394,-0.5464000000000001,-0.0,-1.6440000000000001
-53.94,-19.1283712,-13.9155456,-131.52,-0.67425,-0.23910464,-0.17394432,-1.6440000000000001
-29.667,-10.928,-2.784,-65.76,-0.7416750000000001,-0.27320000000000005,-0.0696,-1.6440000000000001
-13.485,-2.732,-27.839999999999996,-65.76,-0.337125,-0.06830000000000001,-0.696,-1.6440000000000001
-40.4593152,-2.7276288,-44.544,-131.52,-0.5057414400000001,-0.034095360000000005,-0.5568,-1.6440000000000001
-8.0953152,-5.464,-75.17245439999999,-131.52,-0.10119144,-0.06830000000000001,-0.9396556800000001,-1.6440000000000001
-21.5770788,-10.9269072,-0.0,-49.32000000000001,-0.7192359599999999,-0.36423024000000004,-0.0,-1.6440000000000001
-70.122,-0.0,-16.704,-131.52,-0.876525,-0.0,-0.2088,-1.6440000000000001
-0.0,-43.712,-44.544,-131.52,-0.0,-0.5464000000000001,-0.5568,-1.6440000000000001
-40.4593152,-10.928,-36.1875456,-131.52,-0.5057414400000001,-0.13660000000000003,-0.45234432,-1.6440000000000001
-13.4860788,-0.0,-19.4868864,-49.32000000000001,-0.44953596000000007,-0.0,-0.6495628800000001,-1.6440000000000001
-18.879,-5.464,-19.488,-65.76,-0.47197500000000003,-0.13660000000000003,-0.4872,-1.6440000000000001
-29.6713152,-32.784000000000006,-25.051545599999997,-131.52,-0.37089144,-0.4098000000000001,-0.31314432000000003,-1.6440000000000001
-35.0566848,-40.984371200000005,-11.136,-131.52,-0.43820856,-0.5123046400000001,-0.1392,-1.6440000000000001
-5.394,-16.392000000000003,-0.0,-32.88,-0.2697,-0.8196000000000002,-0.0,-1.6440000000000001
-40.4593152,-0.0,-47.323545599999996,-131.52,-0.5057414400000001,-0.0,-0.59154432,-1.6440000000000001
-0.0,-27.32,-61.248,-131.52,-0.0,-0.3415,-0.7656000000000001,-1.6440000000000001
-2.6959212000000004,-30.053092799999998,-0.0,-49.32000000000001,-0.08986404,-1.0017697600000002,-0.0,-1.6440000000000001
-35.0566848,-27.32,-25.051545599999997,-131.52,-0.43820856,-0.3415,-0.31314432000000003,-1.6440000000000001
-26.97,-16.392000000000003,-44.544,-131.52,-0.337125,-0.20490000000000005,-0.5568,-1.6440000000000001
-24.273,-5.464,-13.919999999999998,-65.76,-0.6068250000000001,-0.13660000000000003,-0.348,-1.6440000000000001
-51.2473152,-35.511628800000004,-0.0,-131.52,-0.64059144,-0.44389536000000007,-0.0,-1.6440000000000001
-0.0,-40.980000000000004,-2.784,-65.76,-0.0,-1.0245000000000002,-0.0696,-1.6440000000000001
-2.697,-0.0,-8.352,-16.44,-0.2697,-0.0,-0.8352,-1.6440000000000001
-51.2473152,-32.784000000000006,-2.7795455999999996,-131.52,-0.64059144,-0.4098000000000001,-0.034744319999999995,-1.6440000000000001
-24.273,-5.464,-13.919999999999998,-65.76,-0.6068250000000001,-0.13660000000000003,-0.348,-1.6440000000000001
-37.758,-2.7276288,-47.323545599999996,-131.52,-0.47197500000000003,-0.034095360000000005,-0.59154432,-1.6440000000000001
-37.758,-16.392000000000003,-33.408,-131.52,-0.47197500000000003,-0.20490000000000005,-0.4176,-1.6440000000000001
-43.152,-21.856,-22.272,-131.52,-0.5394,-0.27320000000000005,-0.2784,-1.6440000000000001
-43.152,-27.32,-16.704,-131.52,-0.5394,-0.3415,-0.2088,-1.6440000000000001
-5.394,-2.7276288,-80.73154559999999,-131.52,-0.067425,-0.034095360000000005,-1.00914432,-1.6440000000000001
-13.4860788,-10.9269072,-8.352,-49.32000000000001,-0.44953596000000007,-0.36423024000000004,-0.2784,-1.6440000000000001
-5.394,-19.1283712,-64.0364544,-131.52,-0.067425,-0.23910464,-0.8004556799999999,-1.6440000000000001
-0.0,-8.2003712,-80.73154559999999,-131.52,-0.0,-0.10250464000000001,-1.00914432,-1.6440000000000001
-2.6926848,-40.984371200000005,-44.544,-131.52,-0.03365856,-0.5123046400000001,-0.5568,-1.6440000000000001
-35.0566848,-27.32,-25.051545599999997,-131.52,-0.43820856,-0.3415,-0.31314432000000003,-1.6440000000000001
-0.0,-46.4396288,-41.7644544,-131.52,-0.0,-0.58049536,-0.52205568,-1.6440000000000001
-13.4860788,-19.122907200000004,-0.0,-49.32000000000001,-0.44953596000000007,-0.6374302400000001,-0.0,-1.6440000000000001
-37.758,-21.856,-27.839999999999996,-131.52,-0.47197500000000003,-0.27320000000000005,-0.348,-1.6440000000000001
-5.394,-32.784000000000006,-5.568,-65.76,-0.13485,-0.8196000000000002,-0.1392,-1.6440000000000001
-26.97,-38.248000000000005,-22.272,-131.52,-0.337125,-0.4781000000000001,-0.2784,-1.6440000000000001
-53.94,-19.1283712,-13.9155456,-131.52,-0.67425,-0.23910464,-0.17394432,-1.6440000000000001
-35.0566848,-27.32,-25.051545599999997,-131.52,-0.43820856,-0.3415,-0.31314432000000003,-1.6440000000000001
-0.0,-40.984371200000005,-47.323545599999996,-131.52,-0.0,-0.5123046400000001,-0.59154432,-1.6440000000000001
-8.091000000000001,-21.856,-13.919999999999998,-65.76,-0.20227500000000004,-0.5464000000000001,-0.348,-1.6440000000000001
-59.334,-27.32,-0.0,-131.52,-0.7416750000000001,-0.3415,-0.0,-1.6440000000000001
-29.6713152,-40.984371200000005,-16.704,-131.52,-0.37089144,-0.5123046400000001,-0.2088,-1.6440000000000001
-24.273,-2.7309072000000003,-5.5691136,-49.32000000000001,-0.8091000000000002,-0.09103024000000001,-0.18563712,-1.6440000000000001
-5.394,-71.03200000000001,-11.136,-131.52,-0.067425,-0.8879000000000001,-0.1392,-1.6440000000000001
-16.182000000000002,-10.9269072,-5.5691136,-49.32000000000001,-0.5394,-0.36423024000000004,-0.18563712,-1.6440000000000001
-26.97,-27.32,-33.408,-131.52,-0.337125,-0.3415,-0.4176,-1.6440000000000001
-0.0,-35.511628800000004,-52.900454399999994,-131.52,-0.0,-0.44389536000000007,-0.66125568,-1.6440000000000001
-16.182000000000002,-8.196000000000002,-19.488,-65.76,-0.4045500000000001,-0.20490000000000005,-0.4872,-1.6440000000000001
-26.97,-24.583628800000003,-36.1875456,-131.52,-0.337125,-0.3072953600000001,-0.45234432,-1.6440000000000001
-75.516,-0.0,-11.136,-131.52,-0.9439500000000001,-0.0,-0.1392,-1.6440000000000001
-16.182000000000002,-35.511628800000004,-36.1875456,-131.52,-0.20227500000000004,-0.44389536000000007,-0.45234432,-1.6440000000000001
-0.0,-60.104000000000006,-27.839999999999996,-131.52,-0.0,-0.7513000000000001,-0.348,-1.6440000000000001
-24.273,-5.4650928,-2.7828863999999998,-49.32000000000001,-0.8091000000000002,-0.18216976000000001,-0.09276288,-1.6440000000000001
-26.97,-32.784000000000006,-27.839999999999996,-131.52,-0.337125,-0.4098000000000001,-0.348,-1.6440000000000001
-0.0,-35.516000000000005,-8.352,-65.76,-0.0,-0.8879000000000001,-0.2088,-1.6440000000000001
-37.758,-24.583628800000003,-25.051545599999997,-131.52,-0.47197500000000003,-0.3072953600000001,-0.31314432000000003,-1.6440000000000001
-16.182000000000002,-16.392000000000003,-11.136,-65.76,-0.4045500000000001,-0.4098000000000001,-0.2784,-1.6440000000000001
-16.182000000000002,-21.856,-5.568,-65.76,-0.4045500000000001,-0.5464000000000001,-0.1392,-1.6440000000000001
-37.758,-49.176,-0.0,-131.52,-0.47197500000000003,-0.6147,-0.0,-1.6440000000000001
-64.72800000000001,-8.2003712,-13.9155456,-131.52,-0.8091000000000002,-0.10250464000000001,-0.17394432,-1.6440000000000001
-16.182000000000002,-13.655628800000002,-58.4595456,-131.52,-0.20227500000000004,-0.17069536000000005,-0.7307443199999999,-1.6440000000000001
-13.4860788,-2.7309072000000003,-16.704,-49.32000000000001,-0.44953596000000007,-0.09103024000000001,-0.5568,-1.6440000000000001
-37.758,-16.392000000000003,-33.408,-131.52,-0.47197500000000003,-0.20490000000000005,-0.4176,-1.6440000000000001
