id,formation_energy_ev_natom,bandgap_energy_ev
149,0.23792,2.09368
150,0.0996944,1.23606
151,0.195534,1.56588
152,0.0635985,3.66128
153,0.0896602,4.54362
154,0.223694,3.9042
155,0.119401,1.202
156,0.0297289,2.65054
157,0.122249,2.06751
158,0.0637567,5.09579
159,0.0896602,4.51068
160,0.14687,1.49586
161,0.214137,2.05769
162,0.382183,1.28738
163,0.027953,3.24273
164,0.284401,0.473017
165,0.314959,0.318933
166,0.32941,0.695779
167,0.314276,1.27222
168,0.114912,2.38184
169,0.202224,1.49881
170,0.241568,1.5844
171,0.165774,1.89753
172,0.218106,3.12158
173,0.144153,1.55801
174,0.283019,0.691912
175,0.108787,3.39376
176,0.132344,1.91585
177,0.413843,1.50655
178,0.357485,0.920627
179,0.234317,2.80663
180,0.189277,1.44699
181,0.268913,1.25058
182,0.0586441,3.94108
183,0.22701,3.23482
184,0.271287,1.05642
185,0.11797,1.77683
186,0.366063,1.3501
187,0.221914,3.66496
188,0.14687,1.49586
189,0.279723,0.381965
190,0.222064,1.27353
191,0.217355,1.80793
192,0.0412852,3.99988
193,0.223506,2.85199
194,0.19585,2.12972
195,0.343413,1.17592
196,0.0560616,0.977869
197,0.121375,1.29958
198,0.224793,2.28174
199,0.243154,2.26725
200,0.146315,1.32654
201,0.114878,1.45277
202,0.0606583,1.19431
203,0.333901,0.866801
204,0.187322,2.20119
205,0.173767,1.39436
206,0.123352,1.10669
207,0.131138,0.919394
208,0.311573,1.13265
209,0.317229,2.41345
210,0.225478,2.543
211,0.170798,2.37775
212,0.282306,1.07626
213,0.256803,1.39095
214,0.296948,0.666975
215,0.123944,3.23441
216,0.0710965,1.05622
217,0.174337,2.0021
218,0.260656,1.08846
219,0.258598,3.64255
220,0.0494017,2.81205
221,0.116746,1.82589
222,0.200498,1.5964
223,0.280669,2.56369
224,0.064224,3.4977
225,0.0463374,4.85066
226,0.387051,1.4111
227,0.262603,1.88797
228,0.38549,1.21376
229,0.223311,1.96709
230,0.227734,2.37313
231,0.172912,1.23712
232,0.025378,2.95486
233,0.0860267,4.18221
234,0.233032,3.03321
235,0.0965596,4.319
236,0.326358,2.23662
237,0.0203151,2.34841
238,0.19971,2.44349
239,0.303918,1.00996
240,0.0820327,4.07918
241,0.25,1.99117
242,0.149042,0.862925
243,0.0914649,3.93442
244,0.0460551,5.07831
245,0.178597,1.59522
246,0.193634,2.86821
247,0.328436,0.839834
248,0.305034,1.33902
249,0.218086,1.28297
250,0.197161,2.81817
251,0.0543495,2.28207
252,0.102265,1.13333
253,0.250363,1.87143
254,0.343413,1.0103
255,0.335006,0.825627
256,0.027953,3.24129
257,0.0879034,1.07135
258,0.152495,1.82375
259,0.327032,0.269889
260,0.227303,2.39353
261,0.105747,3.05924
262,0.0289784,1.77046
263,0.050052,2.86283
264,0.348614,0.929452
265,0.114775,1.52915
266,0.193634,2.78328
267,0.340201,2.77321
268,0.0295925,3.3295
269,0.064224,3.48677
270,0.189927,3.17634
271,0.169883,2.08778
272,0.35922,1.08389
273,0.290137,2.65905
274,0.308205,0.822331
275,0.285783,1.6894
276,0.153885,1.36358
277,0.110486,0.971928
278,0.11797,1.68749
279,0.161937,3.56312
280,0.124533,2.04225
281,0.0252298,2.94927
282,0.0635564,2.74397
283,0.0679353,4.55344
284,0.335006,0.800074
285,0.148771,1.5895
286,0.217151,0.817997
287,0.126401,2.75922
288,0.0455337,4.41696
289,0.227038,2.57352
290,0.144202,2.83497
291,0.209312,4.0432
292,0.180528,1.84089
293,0.219068,3.64197
294,0.355805,1.24903
295,0.292171,2.54521
296,0.177949,1.3198
297,0.21355,1.67911
298,0.198331,2.72989
299,0.0997196,3.16239
300,0.154888,2.26179
301,0.107194,3.18784
302,0.121375,1.27882
303,0.0979065,1.59428
304,0.145825,2.17887
305,0.261935,0.865524
306,0.0499648,0.921383
307,0.189277,1.43741
308,0.218801,1.58337
309,0.193921,3.18734
310,0.373236,1.23769
311,0.227734,2.34281
312,0.37181,1.24386
313,0.173267,1.18715
314,0.163938,1.85281
315,0.259025,1.95463
316,0.314276,1.27575
317,0.23309,0.903018
318,0.0465221,4.80772
319,0.250625,0.893683
320,0.0666789,3.23052
321,0.11783,1.70268
322,0.255303,1.73507
323,0.105747,3.01396
324,0.335674,1.12366
325,0.0494017,2.65686
326,0.0576641,0.975108
327,0.233043,2.61258
328,0.0463374,4.83601
329,0.0960382,3.98295
330,0.0996944,1.22483
331,0.222503,2.50272
332,0.224793,2.27711
333,0.105747,3.05149
334,0.35525,2.23056
335,0.187224,1.28234
336,0.221588,1.39596
337,0.281765,1.64125
338,0.0322939,2.9244
339,0.082841,1.81978
340,0.234833,1.67493
341,0.218754,2.26672
342,0.117838,1.24239
343,0.0904399,2.10063
344,0.235666,0.874168
345,0.108787,3.25278
346,0.282929,3.29566
347,0.195277,2.18639
348,0.146879,1.56764
349,0.330609,1.42639
350,0.384527,1.25879
351,0.125048,1.90109
352,0.242608,2.02509
353,0.161538,0.779779
354,0.0710965,1.04312
355,0.111867,2.16389
356,0.104041,2.74221
357,0.256954,1.06564
358,0.220483,2.59371
359,0.126839,2.71782
360,0.0586441,3.93124
361,0.351256,1.90374
362,0.140037,2.24478
363,0.250393,1.45904
364,0.0960382,3.9813
365,0.223529,0.987201
366,0.277561,2.45768
367,0.260631,1.62674
368,0.113491,2.23095
369,0.00854075,1.93079
370,0.142101,1.20491
371,0.353756,1.24838
372,0.14687,1.48602
373,0.11797,1.77348
374,0.108787,3.37934
375,0.191354,3.19704
376,0.186354,3.69697
377,0.0518126,0.930882
378,0.308987,1.26985
379,0.121375,1.29411
380,0.0635985,3.66038
381,0.222449,3.47678
382,0.2134,1.94442
383,0.065873,2.97496
384,0.343599,0.7671
385,0.18385,1.22318
386,0.326358,2.14062
387,0.185051,0.708155
388,0.0625879,4.00043
389,0.0975005,4.04855
390,0.209375,2.2474
391,0.231987,1.41065
392,0.348155,2.77257
393,0.263934,0.932424
394,0.0606583,1.18884
395,0.300486,0.359986
396,0.251574,2.27941
397,0.19735,2.27736
398,0.309879,0.215371
399,0.260762,1.23127
400,0.242789,2.64704
401,0.104041,2.75116
402,0.0292371,2.20853
403,0.208938,0.865229
404,0.161186,1.97303
405,0.198995,2.45951
406,0.06236,1.01993
407,0.244852,1.96459
408,0.191898,1.08865
409,0.120614,1.28119
410,0.0811307,0.953838
411,0.211483,0.897497
412,0.0205036,1.91175
413,0.141912,1.3743
414,0.0637256,0.945097
415,0.154686,1.48134
416,0.32809,0.243796
417,0.0957688,0.953895
418,0.338068,0.489691
419,0.0899425,4.19061
420,0.135622,0.989158
421,0.161038,2.08018
422,0.198692,1.37078
423,0.178754,3.69161
424,0.0975005,4.04855
425,0.379361,1.23537
426,0.170363,2.26704
427,0.0325778,0.943953
428,0.17473,2.24975
429,0.202224,1.50453
430,0.170287,2.78758
431,0.169401,1.75569
432,0.191728,2.76501
433,0.0325778,0.943953
434,0.330609,1.43674
435,0.196911,2.32618
436,0.197628,2.87334
437,0.12643,1.66038
438,0.332154,2.06338
439,0.315298,0.327824
440,0.191971,2.74523
441,0.322897,0.748031
442,0.328656,0.405476
443,0.227778,3.18567
444,0.145965,1.54492
445,0.0970117,2.04253
446,0.245871,2.39167
447,0.0463374,4.84331
448,0.236078,2.66863
449,0.313859,0.548215
450,0.159508,2.48672
451,0.337601,1.33821
452,0.119157,1.60652
453,0.0976978,1.85927
454,0.123432,1.22938
455,0.324121,0.720786
456,0.227734,2.37369
457,0.094806,1.30211
458,0.176571,2.27009
459,0.209992,1.80313
460,0.025378,2.92318
461,0.277626,0.3031
462,0.111319,1.90199
463,0.143088,2.15898
464,0.0967252,0.986049
465,0.16244,3.38957
466,0.0499648,0.943016
467,0.354904,0.839968
468,0.246971,1.17272
469,0.246957,1.82137
470,0.167164,1.16703
471,0.105747,3.00125
472,0.299042,1.62926
473,0.0304969,3.90024
474,0.110432,1.46322
475,0.225478,2.53823
476,0.173737,1.9666
477,0.0838374,3.58163
478,0.138236,1.00195
479,0.344979,2.13567
480,0.0996944,1.23315
481,0.125694,2.04637
482,0.133934,1.15498
483,0.367597,2.0378
484,0.148771,1.6014
485,0.260414,1.15495
486,0.103292,1.01986
487,0.174466,1.14491
488,0.130169,2.06963
489,0.210286,1.66871
490,0.224793,2.28543
491,0.355805,1.20985
492,0.213014,2.55645
493,0.177125,1.54608
494,0.339982,0.86584
495,0.38112,1.43706
496,0.328216,0.659285
497,0.0606094,1.18682
498,0.19735,2.26718
499,0.209375,2.24538
500,0.173737,1.9666
501,0.0820079,0.951872
502,0.352305,1.16416
503,0.218028,2.73775
504,0.161538,0.788099
505,0.346432,1.34835
506,0.210869,1.34626
507,0.348082,1.35117
508,0.309437,0.402404
509,0.150783,1.74143
510,0.0505066,0.95035
511,0.242442,1.72869
512,0.097365,2.22552
513,0.187137,2.28969
514,0.0289784,1.78075
515,0.363866,1.61551
516,0.0543495,2.28778
517,0.150359,1.61566
518,0.282929,2.64887
519,0.158173,0.828347
520,0.108787,3.38627
521,0.24758,2.13058
522,0.0811307,0.951814
523,0.191971,2.74321
524,0.0710965,1.05144
525,0.242171,1.91852
526,0.177003,3.86177
527,0.223506,2.8511
528,0.0455337,4.43023
529,0.387843,1.26042
530,0.308987,1.27677
531,0.111319,1.90199
532,0.184629,1.25855
533,0.0228129,2.5368
534,0.120614,1.27916
535,0.0872073,2.1524
536,0.102265,1.13389
537,0.206829,0.98059
538,0.118425,1.01601
539,0.0623056,4.26825
540,0.104041,2.44057
541,0.300329,2.24573
542,0.244154,1.73179
543,0.128309,3.08779
544,0.38259,1.23669
545,0.392304,1.30741
546,0.239006,2.58452
547,0.161655,3.6204
548,0.336952,1.33175
549,0.213041,2.56166
550,0.0455337,4.43023
551,0.326602,1.57844
552,0.115138,1.02438
553,0.206957,2.7266
554,0.333901,0.859721
555,0.313176,1.78456
556,0.199859,2.4122
557,0.171857,2.00869
558,0.108882,2.83411
559,0.229632,0.962994
560,0.236078,2.6666
561,0.12484,1.00543
562,0.23994,2.31698
563,0.264594,1.91476
564,0.109327,3.38627
565,0.354082,0.573386
566,0.108787,3.32349
567,0.363866,1.61551
568,0.275157,1.36405
569,0.202862,1.61176
570,0.356174,1.51461
571,0.298496,1.27508
572,0.123352,1.11054
573,0.236078,2.6666
574,0.124441,1.85504
575,0.027953,3.23982
576,0.238795,2.57266
577,0.305646,0.493935
578,0.250339,1.11572
579,0.178349,1.28619
580,0.153885,1.36771
581,0.064224,3.4975
582,0.0879034,1.07192
583,0.268342,1.51986
584,0.121375,1.29209
585,0.229096,1.04672
586,0.0460551,5.13494
587,0.0460551,5.13494
588,0.161456,3.56304
589,0.374077,0.85858
590,0.174135,2.00036
591,0.0322939,2.93272
592,0.231987,1.40863
593,0.119238,1.03439
594,0.0635985,3.65836
595,0.146507,1.61994
596,0.0537198,1.35512
597,0.229563,0.932566
598,0.175792,0.802603
599,0.243154,2.26691
600,0.210549,2.15498
