id,formation_energy_ev_natom,bandgap_energy_ev
126,0.108287,3.22502
127,0.102471,2.27313
128,0.29845,2.32019
129,0.344624,1.34053
130,0.274679,1.73672
131,0.095986,3.15505
132,0.322815,0.237267
133,0.0758066,3.05611
134,0.173787,1.20226
135,0.148433,2.64144
136,0.175304,0.831429
137,0.173342,0.809027
138,0.25849,2.02835
139,0.194034,1.84693
140,0.224007,2.09123
141,0.170131,1.93584
142,0.202223,3.09299
143,0.233352,3.00114
144,0.0558923,0.985327
145,0.355441,1.46916
146,0.0667419,4.10305
147,0.191233,1.55687
148,0.210329,2.43972
149,0.254002,1.99442
150,0.134913,1.17583
151,0.17224,1.72003
152,0.065075,3.5018
153,0.104408,4.33567
154,0.223981,3.37896
155,0.112053,1.12795
156,0.0334269,2.71294
157,0.161738,2.12295
158,0.0566951,5.04845
159,0.104408,4.33344
160,0.182163,1.41486
161,0.225935,2.0061
162,0.370839,1.36825
163,0.0354496,3.3202
164,0.292599,0.328605
165,0.319956,0.374293
166,0.317951,0.743562
167,0.318588,1.18891
168,0.123493,2.32535
169,0.215989,1.51534
170,0.256025,1.55274
171,0.195022,1.79964
172,0.226844,2.76219
173,0.160486,1.53943
174,0.287726,0.572449
175,0.108287,3.18289
176,0.175799,1.81087
177,0.38322,1.21659
178,0.347375,0.789788
179,0.23657,2.73454
180,0.202929,1.47902
181,0.262762,1.2436
182,0.0586034,3.75888
183,0.233352,3.01305
184,0.281751,0.963272
185,0.141165,1.56206
186,0.345192,1.34186
187,0.23099,3.28724
188,0.182163,1.43523
189,0.289489,0.22974
190,0.16981,1.25147
191,0.227276,1.69114
192,0.0483134,4.00654
193,0.224431,2.90356
194,0.203694,2.03899
195,0.330251,1.32237
196,0.0558923,0.995526
197,0.135621,1.28569
198,0.208372,2.3631
199,0.250766,2.28268
200,0.16151,1.31175
201,0.137726,1.28759
202,0.112287,1.22941
203,0.325391,0.866351
204,0.207473,2.25176
205,0.202057,1.42625
206,0.146299,1.08104
207,0.165446,0.841162
208,0.317184,1.03543
209,0.267506,2.38443
210,0.229457,2.43086
211,0.177111,2.53824
212,0.261699,1.17794
213,0.260208,1.44965
214,0.251573,0.657173
215,0.133943,3.03827
216,0.074554,1.06949
217,0.192496,2.41007
218,0.258803,1.16623
219,0.260931,3.15966
220,0.0522271,2.88202
221,0.139343,1.71834
222,0.226085,1.62418
223,0.284126,2.22468
224,0.0658711,3.33725
225,0.0475513,4.91139
226,0.362177,1.46321
227,0.259335,2.02592
228,0.372575,1.19682
229,0.236526,1.95294
230,0.237718,2.26632
231,0.177909,1.27568
232,0.033346,2.86386
233,0.0807664,3.90163
234,0.231885,3.09967
235,0.0964747,4.28178
236,0.289843,2.04096
237,0.0258584,2.26907
238,0.208251,2.42322
239,0.280431,1.10689
240,0.0807664,3.80442
241,0.252911,1.96938
242,0.15484,0.846479
243,0.105867,3.86232
244,0.0477638,5.00408
245,0.20396,1.69723
246,0.203889,2.88687
247,0.30704,0.823579
248,0.279742,1.46118
249,0.169874,1.27354
250,0.18609,2.7019
251,0.0518842,2.29398
252,0.092591,1.10643
253,0.256797,1.79252
254,0.32994,0.986917
255,0.307738,0.940074
256,0.0354496,3.32096
257,0.0832442,1.04943
258,0.192727,1.80238
259,0.342729,0.242883
260,0.228363,2.21514
261,0.104621,2.85418
262,0.056853,1.72435
263,0.0572035,2.75137
264,0.327349,0.990052
265,0.143276,1.4515
266,0.203889,2.83145
267,0.291238,2.71806
268,0.0415732,3.21279
269,0.0658711,3.26858
270,0.197534,3.11638
271,0.19222,2.13725
272,0.332979,1.15376
273,0.288584,2.63688
274,0.309431,0.829454
275,0.301966,1.71413
276,0.161885,1.46003
277,0.0933528,0.937346
278,0.141165,1.57219
279,0.157866,3.29055
280,0.166608,1.94096
281,0.033346,2.80485
282,0.0728904,2.56302
283,0.0651777,4.3226
284,0.307738,0.877559
285,0.191233,1.49478
286,0.195428,0.744361
287,0.130155,2.56072
288,0.051275,4.45664
289,0.23352,2.39289
290,0.156835,2.95275
291,0.223799,3.5304
292,0.196109,1.8545
293,0.227458,3.17402
294,0.348443,1.26187
295,0.256683,2.56973
296,0.208056,1.35573
297,0.179085,1.76481
298,0.210494,2.62191
299,0.0966651,2.86139
300,0.180021,2.15318
301,0.105317,3.00179
302,0.132218,1.23028
303,0.111163,1.54971
304,0.167465,2.14311
305,0.233495,0.884474
306,0.0577032,0.875307
307,0.202929,1.42953
308,0.234806,0.869337
309,0.200668,3.0885
310,0.360688,1.2072
311,0.237718,2.22606
312,0.35025,1.10399
313,0.178594,1.21078
314,0.194034,1.70053
315,0.272803,1.90399
316,0.318588,1.21915
317,0.21959,0.933327
318,0.0473759,4.75462
319,0.265918,0.741472
320,0.0758066,3.0447
321,0.139174,1.73795
322,0.239262,1.7061
323,0.104552,2.87715
324,0.314231,1.26172
325,0.0522271,2.64794
326,0.0580035,0.982393
327,0.216356,2.68154
328,0.0475513,4.84974
329,0.0949073,3.6647
330,0.134913,1.12739
331,0.232559,2.33858
332,0.208372,2.3134
333,0.104621,2.83726
334,0.348237,2.15134
335,0.206458,1.27205
336,0.236074,1.3531
337,0.288404,1.60188
338,0.0359478,2.89526
339,0.0801915,1.79099
340,0.23827,1.63013
341,0.229394,2.15491
342,0.137376,1.20525
343,0.110376,2.05725
344,0.221093,0.853902
345,0.108287,3.08006
346,0.28398,2.83425
347,0.1844,2.06874
348,0.183189,1.47826
349,0.327266,1.22994
350,0.367346,1.40626
351,0.160982,1.93005
352,0.250365,1.93482
353,0.173824,0.688316
354,0.074554,0.976117
355,0.122667,2.078
356,0.102681,2.58988
357,0.249243,1.05913
358,0.218202,2.55629
359,0.130155,2.52877
360,0.0586034,3.7121
361,0.34875,1.71518
362,0.128543,2.16729
363,0.257583,1.46733
364,0.0959836,3.6454
365,0.222505,1.01492
366,0.284716,1.82337
367,0.268352,1.61613
368,0.124475,2.13408
369,0.0192633,1.85647
370,0.149787,1.18729
371,0.334867,1.26161
372,0.182163,1.43114
373,0.142868,1.62841
374,0.108287,3.17342
375,0.198238,2.98502
376,0.174645,3.50364
377,0.0610078,0.89057
378,0.317423,1.2345
379,0.135621,1.25691
380,0.0657022,3.47824
381,0.232274,3.23871
382,0.217224,1.8779
383,0.0766988,2.78978
384,0.333399,0.73036
385,0.18405,1.21692
386,0.290919,1.87491
387,0.191058,0.621335
388,0.0663696,3.95697
389,0.100808,3.99461
390,0.226183,2.15071
391,0.181229,1.43093
392,0.301982,2.34068
393,0.242346,0.972351
394,0.112287,1.19369
395,0.311778,0.409457
396,0.250706,2.08585
397,0.20811,2.29698
398,0.32282,0.144739
399,0.260972,1.20331
400,0.227972,2.84114
401,0.102681,2.56459
402,0.0326953,2.18876
403,0.19728,0.861663
404,0.191937,2.18581
405,0.209435,2.37983
406,0.0656095,0.992177
407,0.244359,1.78593
408,0.169123,1.20506
409,0.154202,1.31408
410,0.0706678,0.941173
411,0.233992,0.659999
412,0.0418123,1.86685
413,0.15525,1.31612
414,0.0650646,0.935032
415,0.163989,1.57454
416,0.301624,0
417,0.0784096,0.956999
418,0.321165,0.528251
419,0.104408,4.11158
420,0.146145,0.96493
421,0.191581,2.15382
422,0.174736,1.4002
423,0.165955,3.44898
424,0.100808,3.9998
425,0.364199,1.22279
426,0.187762,2.31564
427,0.0426642,0.899037
428,0.1647,2.31168
429,0.215989,1.56576
430,0.165119,2.69484
431,0.187145,1.71997
432,0.184158,2.62042
433,0.0426642,0.917489
434,0.32897,1.25734
435,0.219224,2.38296
436,0.205079,2.96671
437,0.133317,1.65874
438,0.303567,1.63793
439,0.306885,0.360851
440,0.18361,2.61458
441,0.313149,0.712418
442,0.327985,0.426627
443,0.233352,2.91665
444,0.182043,1.53595
445,0.102865,1.95916
446,0.256421,2.26576
447,0.0475513,4.84086
448,0.216729,2.67516
449,0.302512,0.462821
450,0.166003,2.3476
451,0.332019,1.17309
452,0.145102,1.46082
453,0.0899007,1.92503
454,0.12033,1.16622
455,0.321941,0.620404
456,0.238795,2.26167
457,0.130079,1.30459
458,0.19097,2.53299
459,0.232438,1.70952
460,0.033346,2.78565
461,0.289179,0.15269
462,0.118495,1.84228
463,0.178397,2.14537
464,0.0839306,0.981851
465,0.156374,3.19623
466,0.0577536,0.93335
467,0.353345,0.698321
468,0.235868,1.06965
469,0.235898,1.80397
470,0.149622,1.13711
471,0.104084,2.84718
472,0.308565,1.4988
473,0.0445607,3.67788
474,0.139058,1.34717
475,0.230533,2.37367
476,0.196483,1.92568
477,0.0851427,3.43919
478,0.148939,0.970964
479,0.292515,1.95317
480,0.134913,1.22294
481,0.167684,2.08271
482,0.132403,1.10931
483,0.370612,1.77204
484,0.192309,1.53092
485,0.260036,1.18407
486,0.133687,1.04891
487,0.179709,1.16477
488,0.173625,2.1082
489,0.229133,1.59144
490,0.209449,2.37322
491,0.34952,1.15676
492,0.225419,2.51006
493,0.199303,1.47042
494,0.324499,0.86239
495,0.361226,1.43999
496,0.312597,0.587651
497,0.112287,1.21365
498,0.219224,2.31697
499,0.226183,2.16586
500,0.196483,1.92568
501,0.0710986,0.945377
502,0.347911,1.2027
503,0.225431,2.57707
504,0.173824,0.709245
505,0.338888,1.34161
506,0.228584,1.3575
507,0.348554,1.22132
508,0.297473,0.419367
509,0.193139,1.67492
510,0.0531678,0.926663
511,0.248247,1.71768
512,0.092187,2.35557
513,0.198104,2.22233
514,0.0579293,1.72019
515,0.310405,1.51288
516,0.0518842,2.24977
517,0.183495,1.59903
518,0.282354,2.31361
519,0.173342,0.772258
520,0.108287,3.16923
521,0.251979,1.96281
522,0.0706678,0.87972
523,0.18361,2.59584
524,0.074554,1.01933
525,0.244131,1.87819
526,0.165804,3.71675
527,0.225507,2.90736
528,0.051275,4.51095
529,0.36403,1.10306
530,0.318317,1.23854
531,0.118495,1.84036
532,0.18802,1.29338
533,0.0271595,2.50739
534,0.154202,1.31829
535,0.0970577,2.28404
536,0.092591,1.09932
537,0.19913,1.00359
538,0.10483,1.01705
539,0.0663696,4.22729
540,0.102049,2.32719
541,0.286253,2.34119
542,0.248285,1.71712
543,0.13313,2.83751
544,0.357656,1.17577
545,0.366305,1.1794
546,0.240774,2.46819
547,0.158613,3.61804
548,0.334923,1.25822
549,0.21853,2.51768
550,0.051275,4.50921
551,0.288357,1.70735
552,0.101079,0.989946
553,0.195698,2.69789
554,0.327988,0.887212
555,0.264,1.71038
556,0.209681,2.31516
557,0.179508,1.88405
558,0.11115,2.62166
559,0.21959,0.976898
560,0.216729,2.73763
561,0.158071,1.06218
562,0.254393,2.24546
563,0.265787,2.05629
564,0.108287,3.23575
565,0.32467,0.732159
566,0.108287,3.13884
567,0.310405,1.68046
568,0.285481,1.42623
569,0.218807,1.69314
570,0.345911,1.60825
571,0.311648,1.20244
572,0.148897,1.03123
573,0.216729,2.66564
574,0.166928,1.73715
575,0.0354496,3.27228
576,0.238651,2.6262
577,0.296994,0.432385
578,0.247993,1.13889
579,0.187811,1.26633
580,0.164483,1.45117
581,0.067392,3.26309
582,0.0832442,1.01357
583,0.262762,1.50474
584,0.132218,1.28052
585,0.233315,1.11782
586,0.0477638,4.99984
587,0.0477638,4.99984
588,0.158985,3.54414
589,0.355753,0.902045
590,0.194117,2.16002
591,0.0359478,2.96886
592,0.181229,1.47207
593,0.141297,1.06524
594,0.0665959,3.4783
595,0.190469,1.63434
596,0.107077,1.32941
597,0.223755,1.00601
598,0.189766,0.842875
599,0.251842,2.30825
600,0.227828,2.11233
