id,formation_energy_ev_natom,bandgap_energy_ev
120,0.189531,2.22152
121,0.259441,2.14879
122,0.145368,1.84175
123,0.0458114,0.985879
124,0.308965,0.207119
125,0.155618,1.2329
126,0.110419,3.50289
127,0.102714,2.38606
128,0.326846,2.58992
129,0.371804,1.39206
130,0.283365,1.76161
131,0.0964053,3.30243
132,0.312169,0.143759
133,0.0666312,3.25834
134,0.183654,1.27527
135,0.151935,2.82274
136,0.173776,0.844961
137,0.171503,0.839872
138,0.263128,2.22237
139,0.162315,1.94075
140,0.213804,2.18649
141,0.152237,1.96051
142,0.198897,3.15763
143,0.226145,3.34744
144,0.0575842,0.972746
145,0.389418,1.45047
146,0.0588986,4.37938
147,0.162607,1.55396
148,0.180446,2.27917
149,0.247508,2.05046
150,0.106974,1.16552
151,0.20051,1.63329
152,0.0618666,3.71365
153,0.0942046,4.5043
154,0.22623,3.86745
155,0.115996,1.20329
156,0.0279154,2.67485
157,0.129327,2.10724
158,0.0595679,5.19407
159,0.0942046,4.48174
160,0.148766,1.4956
161,0.21008,2.07889
162,0.398119,1.43491
163,0.0288728,3.25023
164,0.290368,0.381105
165,0.305861,0.314185
166,0.323023,0.801535
167,0.316856,1.27434
168,0.113266,2.33452
169,0.209143,1.46504
170,0.245824,1.62215
171,0.162315,1.8738
172,0.212497,3.12329
173,0.136277,1.5563
174,0.281291,0.692219
175,0.107668,3.46585
176,0.14264,1.86399
177,0.389244,1.30568
178,0.347462,0.884228
179,0.23503,2.81043
180,0.186739,1.50844
181,0.266457,1.29227
182,0.0576686,3.9742
183,0.226145,3.3464
184,0.277628,0.967783
185,0.125116,1.57763
186,0.36531,1.44573
187,0.223661,3.78257
188,0.148766,1.50876
189,0.281902,0.31284
190,0.218387,1.19171
191,0.207437,1.78753
192,0.0297954,3.96653
193,0.222838,2.89331
194,0.190582,2.13631
195,0.338026,1.21078
196,0.0575842,0.985907
197,0.121322,1.3185
198,0.22421,2.27256
199,0.253291,2.23369
200,0.142908,1.36088
201,0.122799,1.41286
202,0.0664408,1.21622
203,0.332527,0.867124
204,0.19157,2.32047
205,0.189006,1.42696
206,0.129764,1.07572
207,0.123788,0.856734
208,0.308601,1.14142
209,0.299101,2.50458
210,0.220611,2.55795
211,0.170519,2.6675
212,0.265116,1.13669
213,0.257508,1.46419
214,0.289551,0.644723
215,0.132166,3.23915
216,0.0754586,1.05717
217,0.169863,2.31629
218,0.256434,1.15963
219,0.276047,3.65709
220,0.0478685,2.86059
221,0.119597,1.9396
222,0.217978,1.62025
223,0.286735,2.7003
224,0.0639065,3.48279
225,0.04238,4.9133
226,0.382823,1.73424
227,0.275241,2.05044
228,0.377433,1.34282
229,0.220664,1.99499
230,0.226986,2.37491
231,0.183062,1.28392
232,0.0284717,2.97649
233,0.0776351,4.2278
234,0.234527,3.125
235,0.0955173,4.32009
236,0.318733,2.26312
237,0.0173876,2.37855
238,0.201101,2.43177
239,0.311805,0.998734
240,0.0744308,4.03166
241,0.24409,1.98683
242,0.138514,0.829962
243,0.0927767,3.98013
244,0.0462188,5.22787
245,0.167365,1.92219
246,0.195999,2.89512
247,0.317337,0.836763
248,0.304033,1.3342
249,0.215765,1.29068
250,0.187469,2.8506
251,0.050717,2.323
252,0.102048,1.08738
253,0.259489,1.78763
254,0.337564,0.895142
255,0.317442,1.05381
256,0.0288728,3.27612
257,0.102048,1.0754
258,0.168008,1.82174
259,0.342222,0.169502
260,0.223118,2.28467
261,0.104169,3.04583
262,0.0190355,1.70183
263,0.0528398,2.82141
264,0.344893,0.931453
265,0.111681,1.43025
266,0.19958,2.79726
267,0.331569,2.88177
268,0.0291444,3.22034
269,0.0639065,3.44151
270,0.200589,3.12908
271,0.187214,2.06061
272,0.35213,1.12129
273,0.289468,2.84267
274,0.311762,0.892352
275,0.289139,1.77547
276,0.147829,1.35219
277,0.107352,0.973264
278,0.125116,1.52814
279,0.157561,3.51746
280,0.133845,2.02611
281,0.0284717,2.97338
282,0.0587007,2.76887
283,0.0620419,4.59914
284,0.317762,0.968595
285,0.162607,1.53344
286,0.211482,0.758802
287,0.132277,2.77081
288,0.044129,4.46249
289,0.227061,2.49711
290,0.150465,2.92876
291,0.217384,4.04152
292,0.197978,1.82354
293,0.22301,3.62929
294,0.365017,1.44028
295,0.298879,2.33651
296,0.191585,1.33979
297,0.221961,1.70295
298,0.200595,2.68907
299,0.103214,3.1
300,0.154345,2.25442
301,0.105551,3.14213
302,0.121329,1.25595
303,0.0909791,1.56777
304,0.147704,2.14568
305,0.263435,0.831836
306,0.0458114,0.886112
307,0.186739,1.45474
308,0.223472,0.854347
309,0.211532,3.15356
310,0.379739,1.23058
311,0.226986,2.32004
312,0.366417,0.985557
313,0.16841,1.17022
314,0.161692,1.75814
315,0.272756,1.87865
316,0.317176,1.29839
317,0.238628,0.925169
318,0.0425287,4.88082
319,0.259358,0.852868
320,0.0669513,3.27589
321,0.111625,1.69913
322,0.265946,1.76783
323,0.104489,3.05913
324,0.323628,1.33746
325,0.0503299,2.67338
326,0.0575842,0.975967
327,0.238003,2.73638
328,0.04238,4.86622
329,0.0897592,3.88235
330,0.106974,1.12038
331,0.21821,2.41309
332,0.22421,2.26113
333,0.104489,3.02546
334,0.359388,2.28101
335,0.196041,1.2258
336,0.229242,1.3945
337,0.303019,1.55055
338,0.0327626,2.93054
339,0.0681486,1.7685
340,0.228078,1.576
341,0.216632,2.21004
342,0.118838,1.22898
343,0.105052,2.15421
344,0.241631,0.853436
345,0.107471,3.22777
346,0.299095,3.37906
347,0.190187,2.16306
348,0.149615,1.5602
349,0.334603,1.37575
350,0.377669,1.47996
351,0.129252,1.93571
352,0.236121,1.98158
353,0.177711,0.714442
354,0.0754586,0.97614
355,0.111685,2.0935
356,0.103551,2.75035
357,0.256061,1.03936
358,0.230567,2.58503
359,0.132277,2.75021
360,0.0579888,3.93092
361,0.354547,1.90646
362,0.117604,2.19544
363,0.250559,1.5312
364,0.0897592,3.87043
365,0.228843,1.01121
366,0.284827,2.23791
367,0.263217,1.5783
368,0.111606,2.15966
369,0,1.91556
370,0.132,1.17975
371,0.347773,1.30086
372,0.148766,1.4943
373,0.125437,1.65087
374,0.107988,3.44532
375,0.201108,3.20877
376,0.19554,3.68172
377,0.0570833,0.894053
378,0.304795,1.29658
379,0.121642,1.30664
380,0.0621867,3.7
381,0.223734,3.7076
382,0.222168,1.60922
383,0.0651027,2.98287
384,0.342818,0.794379
385,0.182184,1.20516
386,0.318733,2.09595
387,0.1913,0.709522
388,0.0541986,4.08499
389,0.0941554,4.00082
390,0.213814,2.26442
391,0.232712,1.49503
392,0.333821,2.72207
393,0.28013,0.969352
394,0.0664408,1.20435
395,0.304148,0.540052
396,0.247358,2.27368
397,0.200071,2.37271
398,0.316769,0.180989
399,0.262775,1.31468
400,0.255344,2.63801
401,0.103551,2.77424
402,0.0244938,2.2159
403,0.222003,0.865808
404,0.167401,2.13679
405,0.190307,2.44041
406,0.0720729,1.0059
407,0.237856,2.00781
408,0.17855,1.17009
409,0.120909,1.28248
410,0.077361,0.96001
411,0.192116,0.763375
412,0.0103619,1.89263
413,0.148327,1.28517
414,0.0586039,0.944823
415,0.151729,1.53839
416,0.306951,0.0442495
417,0.0901536,0.959156
418,0.330832,0.519707
419,0.0903658,4.27711
420,0.127503,1.00305
421,0.167401,2.14316
422,0.20696,1.35998
423,0.223488,3.86617
424,0.094037,4.00931
425,0.387708,1.18155
426,0.173816,2.23753
427,0.0299787,0.941257
428,0.159227,2.35725
429,0.209143,1.50123
430,0.168886,2.85968
431,0.165639,1.59228
432,0.18779,2.80942
433,0.0299787,0.953614
434,0.334603,1.43772
435,0.199761,2.40668
436,0.20084,2.99607
437,0.133309,1.64507
438,0.332836,1.93581
439,0.318425,0.3379
440,0.182978,2.75362
441,0.315855,0.736326
442,0.326293,0.423037
443,0.226027,3.33491
444,0.15168,1.63242
445,0.0953602,2.04949
446,0.249385,2.38252
447,0.0422616,4.87945
448,0.238908,2.71783
449,0.308167,0.490515
450,0.160139,2.48323
451,0.340582,1.34946
452,0.11448,1.60033
453,0.0934874,1.88924
454,0.120197,1.21211
455,0.322919,0.585198
456,0.226986,2.39194
457,0.0895233,1.35542
458,0.175692,2.34877
459,0.213645,1.807
460,0.0284717,2.89308
461,0.282351,0.137706
462,0.101034,1.83895
463,0.143447,2.17047
464,0.0945593,1.00581
465,0.165002,3.3335
466,0.0458114,0.940024
467,0.356876,0.909417
468,0.271509,1.14889
469,0.247018,1.83611
470,0.180543,1.1526
471,0.104489,3.03118
472,0.293659,1.61438
473,0.026477,3.78656
474,0.100372,1.48663
475,0.220611,2.52718
476,0.168029,1.97771
477,0.0787742,3.58
478,0.126823,1.03509
479,0.30615,2.03519
480,0.106974,1.186
481,0.134251,2.14764
482,0.126776,1.11229
483,0.381479,2.1128
484,0.162607,1.53969
485,0.256434,1.14595
486,0.0988766,1.0698
487,0.183571,1.14875
488,0.141787,2.14831
489,0.208623,1.64411
490,0.22421,2.28465
491,0.365017,1.25927
492,0.209696,2.60805
493,0.172564,1.56178
494,0.339375,0.87921
495,0.374736,1.56975
496,0.327867,0.594273
497,0.066362,1.20465
498,0.200071,2.32455
499,0.213814,2.259
500,0.168029,1.97771
501,0.077361,0.947321
502,0.361086,1.21878
503,0.220321,2.71027
504,0.177711,0.749635
505,0.340511,1.36235
506,0.228119,1.38664
507,0.355571,1.29503
508,0.301069,0.395835
509,0.155333,1.88102
510,0.0499187,0.919172
511,0.236175,1.75897
512,0.100401,2.3386
513,0.194205,2.25295
514,0.0190355,1.71473
515,0.348138,1.57896
516,0.0510372,2.31737
517,0.154002,1.71174
518,0.285978,2.619
519,0.171503,0.804509
520,0.107988,3.45981
521,0.243821,2.12443
522,0.077361,0.936828
523,0.182978,2.74524
524,0.0754586,1.03096
525,0.234747,1.92467
526,0.170427,3.9298
527,0.222838,2.8615
528,0.0440105,4.52027
529,0.389233,1.33782
530,0.304795,1.28094
531,0.101034,1.83312
532,0.196243,1.26759
533,0.017135,2.54687
534,0.120909,1.28502
535,0.0955112,2.24325
536,0.102368,1.09224
537,0.220251,1.01214
538,0.117416,1.05739
539,0.0580374,4.24261
540,0.103034,2.52482
541,0.309305,2.44826
542,0.2504,1.80639
543,0.129963,3.08367
544,0.380057,1.32502
545,0.393413,1.50328
546,0.241722,2.62525
547,0.160202,3.61505
548,0.338188,1.54799
549,0.210872,2.59322
550,0.0440105,4.51044
551,0.339164,1.66154
552,0.121115,1.00092
553,0.204771,2.76816
554,0.332848,0.945495
555,0.283132,1.80977
556,0.191434,2.36339
557,0.173583,1.92265
558,0.10801,2.76073
559,0.235423,1.0181
560,0.238908,2.7656
561,0.109946,1.10594
562,0.241416,2.35469
563,0.269158,2.06128
564,0.110739,3.49505
565,0.356293,0.616769
566,0.107988,3.38275
567,0.348138,1.73237
568,0.308946,1.57413
569,0.207071,1.66971
570,0.355317,1.70266
571,0.292015,1.23945
572,0.129764,1.04964
573,0.238908,2.70746
574,0.129789,1.77113
575,0.0288728,3.2211
576,0.252139,2.50234
577,0.29462,0.355163
578,0.253058,1.11715
579,0.180928,1.35697
580,0.14815,1.35217
581,0.0642267,3.43457
582,0.102368,1.07347
583,0.265955,1.46811
584,0.121329,1.28861
585,0.235423,1.09845
586,0.0461003,5.18951
587,0.0461003,5.18951
588,0.159555,3.6523
589,0.364122,0.91043
590,0.17499,2.05196
591,0.0327626,2.93469
592,0.232712,1.53557
593,0.120866,1.05258
594,0.0621867,3.68674
595,0.1483,1.69749
596,0.0645883,1.34126
597,0.23505,0.971469
598,0.184226,0.779792
599,0.253291,2.26949
600,0.216875,2.15637
