id,formation_energy_ev_natom,bandgap_energy_ev
98,0.0493306,1.41806
99,0.0653464,1.8285
100,0.312443,0.986578
101,0.155504,1.50703
102,0.0314656,4.01053
103,0.235714,2.08037
104,0.322651,1.08459
105,0.228376,1.56513
106,0.0985142,4.24754
107,0.097715,3.99723
108,0.225174,2.59353
109,0.203111,2.21194
110,0.126923,0.80093
111,0.31206,0.899107
112,0.0710174,2.97067
113,0.215887,2.41809
114,0.374774,2.88004
115,0.356075,1.98266
116,0.21698,2.67078
117,0.200523,2.01394
118,0.260092,2.15878
119,0.223266,2.37638
120,0.19394,2.1828
121,0.251534,2.21851
122,0.144126,1.81982
123,0.0475178,0.943165
124,0.294212,0.13429
125,0.149173,1.22503
126,0.110089,3.49966
127,0.129587,2.45361
128,0.324181,2.46439
129,0.380268,1.52036
130,0.26914,1.83798
131,0.109037,3.38481
132,0.293177,0.0929772
133,0.0682635,3.24746
134,0.173392,1.23079
135,0.145522,2.84952
136,0.164731,0.850386
137,0.163848,0.825043
138,0.260092,2.20772
139,0.159937,1.98494
140,0.202955,2.16865
141,0.157136,2.10704
142,0.205212,3.17724
143,0.22159,3.3618
144,0.0576867,0.992182
145,0.396595,1.46297
146,0.0608095,4.40165
147,0.138306,1.53652
148,0.190222,2.2324
149,0.24446,2.02423
150,0.105631,1.17163
151,0.192699,1.56493
152,0.0655802,3.75161
153,0.0892032,4.64088
154,0.224332,3.70179
155,0.113176,1.198
156,0.029021,2.67832
157,0.11801,2.17465
158,0.0634178,5.31152
159,0.0894644,4.61403
160,0.139649,1.53772
161,0.211736,2.12198
162,0.370818,1.55241
163,0.0311537,3.29795
164,0.281279,0.357202
165,0.303263,0.416365
166,0.318456,0.800243
167,0.308528,1.28328
168,0.107935,2.36408
169,0.195434,1.48953
170,0.245505,1.65567
171,0.166994,1.86635
172,0.221299,3.07949
173,0.129009,1.56739
174,0.279647,0.643313
175,0.109401,3.46413
176,0.131359,1.86876
177,0.416463,1.27617
178,0.355914,0.832893
179,0.23141,2.83081
180,0.188278,1.58301
181,0.272859,1.31446
182,0.0571369,3.99201
183,0.22159,3.34413
184,0.28163,0.970275
185,0.112994,1.5293
186,0.365835,1.54877
187,0.213434,3.71711
188,0.139649,1.54501
189,0.276651,0.317961
190,0.213386,1.36828
191,0.21141,1.76106
192,0.0314656,4.06591
193,0.223621,2.86401
194,0.192893,2.05486
195,0.337998,1.27181
196,0.0576867,0.997883
197,0.123159,1.30942
198,0.220181,2.26144
199,0.245045,2.26127
200,0.139951,1.35111
201,0.117415,1.45346
202,0.0602248,1.30833
203,0.342853,0.793294
204,0.182797,2.29617
205,0.166332,1.46767
206,0.145706,1.10481
207,0.137737,0.833246
208,0.320999,1.00953
209,0.344106,2.33338
210,0.224047,2.53218
211,0.181455,2.39702
212,0.293344,1.18435
213,0.260131,1.49453
214,0.285211,0.655885
215,0.123551,3.15136
216,0.0711433,1.04434
217,0.171042,2.34229
218,0.256024,1.1636
219,0.256063,3.61267
220,0.049511,2.85147
221,0.128283,1.81262
222,0.192996,1.61804
223,0.291088,2.5561
224,0.0662659,3.51694
225,0.0469146,4.96965
226,0.387084,1.59136
227,0.270362,1.83853
228,0.393334,1.25569
229,0.223847,1.97872
230,0.229535,2.33604
231,0.184033,1.30074
232,0.0244071,2.96941
233,0.0907799,4.16869
234,0.233606,3.07696
235,0.0985142,4.29273
236,0.323208,2.23107
237,0.0216646,2.31429
238,0.198143,2.43544
239,0.313066,0.922682
240,0.0866163,3.96087
241,0.24834,1.99383
242,0.161087,0.841354
243,0.0916435,4.04781
244,0.0487403,5.25112
245,0.180694,2.0128
246,0.195978,2.87976
247,0.327546,1.01007
248,0.314124,1.33126
249,0.208855,1.40675
250,0.189864,2.84488
251,0.0563626,2.32904
252,0.107286,1.09669
253,0.252804,1.70988
254,0.337998,0.918368
255,0.339027,1.03262
256,0.0311537,3.29907
257,0.091368,1.05136
258,0.144749,1.77691
259,0.336069,0.214392
260,0.225795,2.35623
261,0.107515,3.06629
262,0.0353664,1.76445
263,0.0486962,2.85583
264,0.343528,1.05677
265,0.116738,1.44496
266,0.195978,2.79181
267,0.375396,2.75853
268,0.0259305,3.22941
269,0.0662659,3.45464
270,0.198321,3.14709
271,0.180678,2.12197
272,0.357184,1.15367
273,0.316144,2.8563
274,0.314341,0.92245
275,0.297893,1.82156
276,0.155472,1.35451
277,0.10645,0.937297
278,0.135238,1.42882
279,0.157547,3.51969
280,0.130023,2.01863
281,0.0258729,3.03929
282,0.0676168,2.76981
283,0.0651348,4.61096
284,0.339027,1.01525
285,0.138306,1.47127
286,0.234431,0.710498
287,0.129103,2.84367
288,0.0461599,4.48237
289,0.225174,2.57224
290,0.141133,3.00233
291,0.220211,3.97982
292,0.181647,1.93629
293,0.210926,3.65396
294,0.355588,1.37591
295,0.292635,2.31881
296,0.169221,1.27536
297,0.214468,1.67469
298,0.197851,2.63296
299,0.106041,3.0338
300,0.166093,2.24643
301,0.108029,3.07157
302,0.123159,1.23314
303,0.0970008,1.53399
304,0.14624,2.1384
305,0.269945,0.793713
306,0.0475178,0.870786
307,0.188278,1.46508
308,0.230509,0.87246
309,0.202647,3.18558
310,0.377426,1.27859
311,0.229535,2.3407
312,0.367723,1.18917
313,0.173751,1.20833
314,0.16938,1.71269
315,0.27653,1.846
316,0.308528,1.36001
317,0.229075,0.942995
318,0.0477409,4.9233
319,0.249291,0.88989
320,0.0682429,3.26179
321,0.122516,1.77774
322,0.265302,1.85722
323,0.107495,3.10231
324,0.339156,1.37124
325,0.0494903,2.71166
326,0.0583558,1.01571
327,0.232309,2.70996
328,0.046894,4.91791
329,0.0963954,3.85457
330,0.105631,1.06722
331,0.218905,2.38425
332,0.220181,2.2095
333,0.107495,3.04136
334,0.361196,2.3047
335,0.184225,1.20778
336,0.225769,1.40876
337,0.282622,1.49987
338,0.0309181,2.88564
339,0.096661,1.75546
340,0.230996,1.57425
341,0.220184,2.22016
342,0.114892,1.23144
343,0.07651,2.17536
344,0.238447,0.868115
345,0.10938,3.22402
346,0.274297,3.22437
347,0.191151,2.18491
348,0.144915,1.57063
349,0.32606,1.36021
350,0.383669,1.61495
351,0.121363,1.93964
352,0.237808,2.0143
353,0.168011,0.719444
354,0.0711433,0.959996
355,0.104564,2.11389
356,0.100864,2.78543
357,0.25328,1.00288
358,0.211576,2.61192
359,0.129032,2.76127
360,0.0571163,3.9307
361,0.356169,1.86419
362,0.124021,2.25415
363,0.259005,1.57364
364,0.0963954,3.84937
365,0.219852,0.981996
366,0.259764,2.09407
367,0.26364,1.55289
368,0.105244,2.13871
369,0.00804257,1.93858
370,0.136729,1.2083
371,0.349471,1.31535
372,0.139578,1.50158
373,0.112994,1.63151
374,0.109309,3.46326
375,0.197881,3.2116
376,0.192382,3.74449
377,0.0548861,0.901142
378,0.305569,1.20803
379,0.123159,1.28768
380,0.0655596,3.68986
381,0.220224,3.63495
382,0.200523,1.62991
383,0.0709968,2.98206
384,0.330306,0.854249
385,0.180345,1.16964
386,0.323208,2.11734
387,0.193341,0.758113
388,0.0593872,4.09176
389,0.097715,4.01598
390,0.203281,2.22684
391,0.225915,1.40139
392,0.330116,2.54393
393,0.266709,0.946803
394,0.0601535,1.23117
395,0.29709,0.368291
396,0.246508,2.30017
397,0.195055,2.43041
398,0.299153,0.19567
399,0.258919,1.29773
400,0.236676,2.66417
401,0.100864,2.83513
402,0.0294405,2.22476
403,0.213323,0.863402
404,0.155759,2.12352
405,0.201197,2.4856
406,0.0694729,0.994944
407,0.23995,2.04646
408,0.173354,1.15036
409,0.125291,1.31165
410,0.0810966,0.933191
411,0.196784,0.692159
412,0.0308459,1.88222
413,0.141418,1.26671
414,0.063813,0.944897
415,0.159168,1.47064
416,0.324437,0.0659339
417,0.0973917,0.970544
418,0.326413,0.50683
419,0.0874817,4.29916
420,0.144471,0.937519
421,0.156447,2.16157
422,0.203894,1.3984
423,0.174078,3.80507
424,0.097715,4.03195
425,0.386807,1.19887
426,0.165314,2.22453
427,0.0317799,0.917215
428,0.165671,2.39342
429,0.195363,1.49752
430,0.178387,2.82343
431,0.170507,1.58773
432,0.182491,2.76637
433,0.0317799,0.917002
434,0.32606,1.32619
435,0.195451,2.36216
436,0.20007,3.04973
437,0.132801,1.70304
438,0.322637,1.90645
439,0.327951,0.261967
440,0.182268,2.72318
441,0.32597,0.720961
442,0.327848,0.418973
443,0.215454,3.33274
444,0.140588,1.6201
445,0.0950204,2.00468
446,0.247336,2.39712
447,0.046894,4.94106
448,0.232517,2.73008
449,0.312701,0.546754
450,0.151354,2.45487
451,0.331087,1.33855
452,0.119125,1.61557
453,0.10078,1.94971
454,0.117406,1.18247
455,0.329829,0.533512
456,0.229463,2.35243
457,0.0999556,1.38839
458,0.170966,2.47848
459,0.202614,1.79386
460,0.0243152,2.89721
461,0.276651,0.0697889
462,0.116877,1.8983
463,0.153057,2.15836
464,0.0905859,0.98862
465,0.158868,3.35419
466,0.0475178,0.933557
467,0.34983,0.730776
468,0.248694,1.1244
469,0.271703,1.74662
470,0.170175,1.15124
471,0.107423,3.01853
472,0.309318,1.60847
473,0.0251421,3.84761
474,0.111793,1.57098
475,0.223976,2.50155
476,0.168186,1.98429
477,0.0857651,3.67738
478,0.157763,0.981465
479,0.3292,2.1221
480,0.10556,1.1717
481,0.130449,2.13622
482,0.123064,1.1014
483,0.369854,2.10217
484,0.138234,1.50109
485,0.259317,1.16991
486,0.114569,1.10738
487,0.180319,1.18439
488,0.131092,2.13278
489,0.190434,1.68171
490,0.220181,2.27637
491,0.355588,1.16488
492,0.216218,2.54131
493,0.178655,1.60933
494,0.337012,0.927392
495,0.378456,1.55105
496,0.309365,0.567564
497,0.0604392,1.24259
498,0.199376,2.37476
499,0.203281,2.24264
500,0.168186,1.96744
501,0.0815281,0.941459
502,0.349082,1.20554
503,0.216909,2.66842
504,0.168011,0.718221
505,0.353383,1.15811
506,0.206225,1.29492
507,0.355312,1.20727
508,0.285649,0.311904
509,0.139328,1.65825
510,0.0547808,0.89676
511,0.273665,1.6893
512,0.101568,2.363
513,0.181181,2.2271
514,0.0352951,1.74841
515,0.398496,1.44899
516,0.0562707,2.2381
517,0.149987,1.70731
518,0.29067,2.66275
519,0.163848,0.808875
520,0.109309,3.44618
521,0.242344,2.15662
522,0.0810966,0.893306
523,0.182268,2.67158
524,0.0711433,1.01809
525,0.238935,1.92356
526,0.172777,3.88173
527,0.22355,2.90114
528,0.0461392,4.52968
529,0.392997,1.20888
530,0.305569,1.2254
531,0.116877,1.90024
532,0.189501,1.25224
533,0.0218906,2.55103
534,0.125291,1.35346
535,0.0943575,2.29724
536,0.107286,1.12329
537,0.21042,0.976623
538,0.108423,1.05354
539,0.061278,4.3387
540,0.100864,2.57527
541,0.336418,2.61231
542,0.259027,1.83005
543,0.129744,3.01276
544,0.367721,1.19178
545,0.395233,1.37087
546,0.236487,2.62567
547,0.159373,3.59932
548,0.345643,1.38619
549,0.21936,2.60175
550,0.0461392,4.52922
551,0.331883,1.72863
552,0.113588,0.995205
553,0.209736,2.80753
554,0.342853,0.861638
555,0.318408,1.77492
556,0.202226,2.31998
557,0.215696,1.86828
558,0.106788,2.87124
559,0.224911,0.996092
560,0.232517,2.7889
561,0.133206,1.08784
562,0.240635,2.3154
563,0.265065,2.06428
564,0.109997,3.50729
565,0.365077,0.731046
566,0.109309,3.40337
567,0.398496,1.68582
568,0.289343,1.50217
569,0.210597,1.68447
570,0.359133,1.69547
571,0.305328,1.27855
572,0.145706,1.0005
573,0.232517,2.67802
574,0.130464,1.71847
575,0.0310618,3.17764
576,0.232512,2.50775
577,0.285649,0.405843
578,0.243794,1.11914
579,0.185825,1.30354
580,0.155472,1.30729
581,0.0662453,3.42707
582,0.091368,1.00598
583,0.272859,1.42395
584,0.123159,1.24942
585,0.224911,1.0384
586,0.0487196,5.21888
587,0.0487196,5.21888
588,0.159813,3.5874
589,0.368957,0.936465
590,0.164143,2.18773
591,0.0308468,2.91895
592,0.225915,1.44722
593,0.129038,0.99937
594,0.0655596,3.63394
595,0.128151,1.55177
596,0.0541801,1.31114
597,0.233387,0.986352
598,0.183912,0.889549
599,0.244974,2.33539
600,0.203476,2.17296
