rank_test_score,mean_test_score,std_test_score,base_score,booster,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda
73,0.9634205165706963,0.0034935963807861277,1.0,gbtree,0.01,15,1000,1.0,0.0
74,0.9633990934610688,0.002951119359358879,1.0,dart,0.15,15,500,0.9,1.0
75,0.9633897884514132,0.003432094328990642,0.6,gbtree,0.2,10,500,0.7,0.0
76,0.9632714197081519,0.0027648321959168765,3.0,dart,0.3,15,100,0.3,0.9
77,0.9631736821962442,0.0033319726050652153,2.0,gbtree,0.2,15,2000,0.7,0.7
78,0.9631170604594814,0.000997394266015922,0.6,dart,0.5,15,500,0.1,0.7
79,0.9630966026283917,0.0014513453128979057,0.6,dart,0.5,10,100,0.1,0.0
80,0.9630364120705152,0.0033822752937343764,2.0,gbtree,0.3,15,2000,1.0,0.0
81,0.9630056225485362,0.004280151100890394,0.1,dart,0.1,5,100,0.0,0.3
82,0.9627866430280775,0.002311240285618983,1.0,gbtree,0.01,10,2000,0.0,0.1
83,0.9626456502964402,0.004273246569472962,3.0,gbtree,0.5,3,2000,0.9,0.9
84,0.962547581631572,0.003995077887292544,0.3,gbtree,0.05,15,1000,1.0,0.3
85,0.9624157932973293,0.0010522119732789788,3.0,gbtree,0.05,7,100,0.1,0.3
86,0.9623615264130323,0.0023083048154255957,1.0,gbtree,0.5,7,1000,1.0,0.0
87,0.9620338340902905,0.0020858863522851124,2.0,gbtree,0.15,7,2000,0.0,1.0
88,0.9620062871505358,0.0031504633579366947,0.6,dart,0.3,20,100,1.0,0.7
89,0.9619104291127303,0.003493507897399303,0.3,dart,0.1,20,1000,0.0,0.9
90,0.9618426916850069,0.004137162331171677,0.3,gbtree,0.01,20,500,0.9,0.0
91,0.9618399533374964,0.002879347140463376,0.1,gbtree,0.15,7,500,0.0,0.9
92,0.9618190161547449,0.0040083403363176,3.0,dart,0.3,15,500,0.7,0.9
93,0.9617951298657632,0.003177334427054095,0.3,dart,0.5,15,500,1.0,0.1
94,0.9617029659210842,0.004691101339842374,2.0,gbtree,0.3,15,1000,1.0,0.3
95,0.9616881081964896,0.0011990436196066695,0.6,dart,0.5,20,500,0.1,0.1
96,0.9614232226894505,0.002677858616713021,1.0,gbtree,0.3,20,500,0.0,0.1
97,0.9613730695033053,0.0035735191880618463,0.3,gbtree,0.5,20,100,0.7,0.3
98,0.9612817243274787,0.0009687108356734802,3.0,gbtree,0.01,7,500,0.1,1.0
99,0.9605941576893734,0.0027436696944392095,0.1,dart,0.2,3,1000,0.0,1.0
100,0.960590512372166,0.00010578442009973239,3.0,dart,0.01,3,500,0.0,0.7
101,0.9603131895156806,0.0033075447007041435,0.3,dart,0.2,5,1000,0.0,0.7
102,0.9602776106230613,0.003628075399765247,1.0,dart,0.05,15,100,1.0,0.1
103,0.9601945145916636,0.006564693787391111,0.1,dart,0.2,7,500,0.7,0.1
104,0.9601626244629679,0.0012594527461280939,3.0,dart,0.05,10,100,0.3,0.9
105,0.9597718505566286,0.001343736274229383,1.0,gbtree,0.2,15,100,0.0,0.0
106,0.9594577802255786,0.004921161072955689,0.6,gbtree,0.5,20,100,1.0,0.7
107,0.9593267219567129,0.004798316149054672,0.1,dart,0.05,20,1000,0.1,0.1
108,0.959322324923113,0.003620822612106608,0.3,gbtree,0.2,3,1000,0.0,0.7
109,0.9593024682843162,0.006312092870945984,0.1,dart,0.05,7,500,1.0,0.9
110,0.9590105644503631,0.006903000172207956,0.1,dart,0.1,7,2000,0.9,0.7
111,0.95889208267641,0.006865784095236411,0.1,gbtree,0.1,7,2000,0.9,0.1
112,0.9588898216930931,0.00022996658282971438,3.0,dart,0.01,3,500,0.3,1.0
113,0.9587535270265949,0.005602048979304703,0.1,gbtree,0.2,20,500,0.1,0.1
114,0.9586915759311206,0.005070921695112378,2.0,gbtree,0.1,3,2000,0.0,0.7
115,0.9584060700153899,0.007137198307194884,0.1,gbtree,0.3,7,500,0.7,0.7
116,0.958277624701343,0.007533823980238565,0.1,dart,0.2,10,2000,0.7,0.0
117,0.9580748346435676,0.007425669454379333,0.1,dart,0.05,10,500,0.7,0.0
118,0.9579837137618309,0.007072718888110721,0.1,gbtree,0.01,20,500,0.3,0.1
119,0.9566110837089365,0.008080159837233784,0.1,dart,0.01,10,2000,1.0,0.1
120,0.9561384409796337,0.00842610860242768,0.1,gbtree,0.1,10,1000,1.0,0.3
121,0.9558141766845051,0.008807074785970297,0.1,gbtree,0.15,15,500,0.9,0.9
122,0.9553984039735894,0.0094074797695642,0.1,gbtree,0.15,15,100,0.7,0.7
123,0.9551862638468265,0.009186202564618141,0.1,gbtree,0.15,15,1000,0.9,0.0
124,0.9546856414377415,0.009101759303286121,0.1,dart,0.3,15,500,0.7,1.0
125,0.9540630245769108,0.004183200887584507,3.0,dart,0.05,10,100,1.0,1.0
126,0.9538887887211503,0.009334298269305374,0.1,dart,0.3,15,1000,1.0,1.0
127,0.9538470208569236,0.009435362277903737,0.1,dart,0.3,15,2000,1.0,0.7
128,0.9532472155652366,0.007354911434438734,0.3,gbtree,0.2,3,1000,0.0,0.0
129,0.948269589992186,0.0019483692627701062,0.1,gbtree,0.01,10,100,0.0,0.0
130,0.9321360268124466,0.0014242858594905427,1.0,gblinear,0.3,10,2000,0.3,1.0
131,0.932088862329986,0.0012715122098700927,0.3,gblinear,0.5,10,2000,0.3,1.0
132,0.9320856143243755,0.0013657109317403153,0.3,gblinear,0.3,20,1000,0.3,0.3
133,0.9320752876985074,0.0012744393200143855,0.3,gblinear,0.5,10,2000,0.7,1.0
134,0.9320702060544345,0.0013936961651057219,0.6,gblinear,0.5,20,500,0.9,0.3
135,0.9320650305074963,0.00129513573509535,0.1,gblinear,0.3,5,2000,0.0,0.1
136,0.9320492357283103,0.0013408604840203207,0.1,gblinear,0.5,15,500,0.1,0.0
137,0.932038633632912,0.0012504065948598694,0.1,gblinear,0.5,3,2000,0.7,0.0
138,0.9320356210952999,0.0013063979224641456,0.1,gblinear,0.3,10,1000,0.7,0.9
139,0.9320347287724532,0.0014882255355544223,1.0,gblinear,0.5,7,500,0.1,0.3
140,0.9320321826953292,0.0013867749098231334,0.3,gblinear,0.3,5,500,0.9,1.0
141,0.9320297984756563,0.0015106604526697338,0.6,gblinear,0.15,7,1000,0.1,0.3
142,0.9320107087603596,0.001540435247530587,1.0,gblinear,0.3,7,1000,0.1,0.1
143,0.9320072415846092,0.0013212058371778262,0.1,gblinear,0.1,15,2000,1.0,0.3
144,0.9320032038215722,0.0014869164551339655,0.6,gblinear,0.2,20,500,0.7,0.0
145,0.9319836647802318,0.0014988788289498,1.0,gblinear,0.5,10,500,0.7,0.7
146,0.9319799627381068,0.00148332804710438,2.0,gblinear,0.5,5,1000,1.0,0.1
147,0.9319680852611509,0.0013909611883507046,0.3,gblinear,0.5,7,100,0.1,0.0
148,0.93196489412992,0.001468516696201026,0.6,gblinear,0.15,3,500,1.0,0.3
149,0.9319561802619764,0.0015270012403548374,0.6,gblinear,0.15,7,500,0.3,0.3
150,0.9319109287733021,0.0014594464622372327,0.6,gblinear,0.05,15,1000,0.7,0.7
151,0.931890392260735,0.001563730158672879,2.0,gblinear,0.3,15,2000,0.1,0.0
152,0.9318881640132783,0.0012868082988157338,0.3,gblinear,0.3,7,100,0.0,0.0
153,0.9318342700644231,0.0015785240429775605,2.0,gblinear,0.5,7,1000,0.1,0.9
154,0.9318333100154238,0.0016218652261068642,1.0,gblinear,0.1,15,2000,0.7,0.3
155,0.931780643627129,0.001220697059166126,0.1,gblinear,0.3,3,100,0.7,0.3
156,0.9316249390109032,0.0016674958393649514,1.0,gblinear,0.1,15,1000,0.9,0.0
157,0.9315854078945436,0.0010830931929078447,0.3,gblinear,0.2,7,100,0.7,1.0
158,0.9315526868317875,0.0016242510776232882,1.0,gblinear,0.05,5,1000,0.7,0.7
159,0.9314619948938969,0.0018019905167183828,2.0,gblinear,0.2,20,2000,0.1,0.3
160,0.9313754056466487,0.00201658306249463,2.0,gblinear,0.5,5,500,0.9,0.7
161,0.9311634872017883,0.0012850789596698185,0.6,gblinear,0.2,20,100,1.0,0.9
162,0.9311431424222799,0.0017665205870185145,2.0,gblinear,0.1,20,2000,0.3,0.1
163,0.930926192625973,0.0017039005823526424,2.0,gblinear,0.15,10,500,0.3,0.3
164,0.9308909160706861,0.0018664067326996266,2.0,gblinear,0.2,3,1000,1.0,0.0
165,0.9306395795049563,0.0019034288602829312,2.0,gblinear,0.1,3,2000,0.9,0.0
166,0.9303919366562593,0.000754892066014006,0.3,gblinear,0.1,5,100,0.0,1.0
167,0.9302819358831329,0.0007461988175114743,0.3,gblinear,0.01,15,1000,0.1,0.0
168,0.9302640399378049,0.0008065569007564516,0.1,gblinear,0.01,20,1000,0.7,1.0
169,0.9302577527913833,0.0008316292534713106,0.1,gblinear,0.1,5,100,0.9,0.9
170,0.9302015651413782,0.0018209917208734344,2.0,gblinear,0.1,3,1000,1.0,0.9
171,0.9301481024868093,0.0007227657490030072,0.3,gblinear,0.01,10,1000,0.9,0.7
172,0.9301007837200692,0.002729389628132399,3.0,gblinear,0.5,20,100,1.0,0.9
173,0.929878419058896,0.0021208254283500627,3.0,gblinear,0.3,5,100,0.7,0.9
174,0.929546832342413,0.002034025252785433,3.0,gblinear,0.2,7,1000,0.7,1.0
175,0.9287400232547727,0.0005109393718038728,0.1,gblinear,0.05,10,100,0.3,0.0
176,0.9286796046275502,0.0006224549040900571,0.1,gblinear,0.05,15,100,1.0,0.3
177,0.9286407138951192,0.0005850768790680445,0.1,gblinear,0.05,10,100,0.9,0.7
178,0.9286393245464795,0.0005976546447841885,0.1,gblinear,0.05,5,100,1.0,0.1
179,0.9282217653544678,0.0005098105418120591,0.3,gblinear,0.01,20,500,0.7,0.9
180,0.9281776773915451,0.0007175651546648099,0.6,gblinear,0.01,3,1000,1.0,0.3
181,0.9281161139976649,0.0007612003749248815,0.6,gblinear,0.01,15,1000,1.0,0.0
182,0.9280655446312986,0.0021946535380417366,3.0,gblinear,0.05,10,2000,1.0,0.9
183,0.9277241957326086,0.0033096473293148425,3.0,gblinear,0.3,7,100,0.0,0.7
184,0.9263998262950971,0.002904299358615284,2.0,gblinear,0.05,7,500,0.0,1.0
185,0.9242239654268303,0.0033730577819185647,1.0,gblinear,0.1,20,100,0.9,0.9
186,0.9239153237922153,0.0018992819143143428,1.0,gblinear,0.01,20,1000,0.0,0.1
187,0.9221614671095506,0.0005902264072952484,0.1,gblinear,0.01,7,100,0.0,0.1
188,0.9213809142869996,0.004933385190752792,2.0,gblinear,0.01,10,2000,0.1,1.0
189,0.920986673222003,0.005160474974847671,2.0,gblinear,0.01,5,2000,0.3,1.0
190,0.920250034645392,0.0052796368975414985,2.0,gblinear,0.01,7,2000,1.0,0.7
191,0.9146944350848412,0.0033962189832117008,1.0,gblinear,0.05,5,100,0.9,0.7
192,0.9018138607384878,0.014939863123516946,3.0,gblinear,0.15,7,100,0.0,0.0
193,0.8778946168928676,0.013450287451490428,2.0,gblinear,0.05,15,100,1.0,0.9
194,0.8654803888248808,0.0014510745842030467,0.6,gbtree,0.01,20,100,0.1,0.9
195,0.8357753390036389,0.02527874167775361,3.0,gblinear,0.05,10,100,0.3,0.1
196,0.8325709727511311,0.026984288328612573,3.0,gblinear,0.05,20,100,0.9,1.0
197,0.7637593574239331,0.0019447423831639677,1.0,gbtree,0.01,15,100,0.7,0.1
198,0.7628045489140111,0.002051968554086825,1.0,dart,0.01,7,100,0.9,0.3
199,0.7623553138090174,0.001978519153474952,1.0,gbtree,0.01,5,100,0.9,1.0
200,0.3661655038750742,0.0020017063739192348,3.0,gbtree,0.01,3,100,0.7,1.0
